@RELATION ./Datasets/MP3/newtrain.arff

@ATTRIBUTE "Area Method of Moments Overall Average_0" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_1" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_2" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_3" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_4" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_5" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_6" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_7" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_8" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_9" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_0" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_1" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_2" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_3" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_4" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_5" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_6" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_7" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_8" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_9" REAL
@ATTRIBUTE "Beat Sum Overall Average" REAL
@ATTRIBUTE "Beat Sum Overall Standard Deviation" REAL
@ATTRIBUTE "Compactness Overall Average" REAL
@ATTRIBUTE "Compactness Overall Standard Deviation" REAL
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Average" REAL
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Standard Deviation" REAL
@ATTRIBUTE "LPC Overall Average_0" REAL
@ATTRIBUTE "LPC Overall Average_1" REAL
@ATTRIBUTE "LPC Overall Average_2" REAL
@ATTRIBUTE "LPC Overall Average_3" REAL
@ATTRIBUTE "LPC Overall Average_4" REAL
@ATTRIBUTE "LPC Overall Average_5" REAL
@ATTRIBUTE "LPC Overall Average_6" REAL
@ATTRIBUTE "LPC Overall Average_7" REAL
@ATTRIBUTE "LPC Overall Average_8" REAL
@ATTRIBUTE "LPC Overall Average_9" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_0" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_1" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_2" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_3" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_4" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_5" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_6" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_7" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_8" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_9" REAL
@ATTRIBUTE "MFCC Overall Average_0" REAL
@ATTRIBUTE "MFCC Overall Average_1" REAL
@ATTRIBUTE "MFCC Overall Average_10" REAL
@ATTRIBUTE "MFCC Overall Average_11" REAL
@ATTRIBUTE "MFCC Overall Average_12" REAL
@ATTRIBUTE "MFCC Overall Average_2" REAL
@ATTRIBUTE "MFCC Overall Average_3" REAL
@ATTRIBUTE "MFCC Overall Average_4" REAL
@ATTRIBUTE "MFCC Overall Average_5" REAL
@ATTRIBUTE "MFCC Overall Average_6" REAL
@ATTRIBUTE "MFCC Overall Average_7" REAL
@ATTRIBUTE "MFCC Overall Average_8" REAL
@ATTRIBUTE "MFCC Overall Average_9" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_0" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_1" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_10" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_11" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_12" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_2" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_3" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_4" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_5" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_6" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_7" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_8" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_9" REAL
@ATTRIBUTE "Method of Moments Overall Average_0" REAL
@ATTRIBUTE "Method of Moments Overall Average_1" REAL
@ATTRIBUTE "Method of Moments Overall Average_2" REAL
@ATTRIBUTE "Method of Moments Overall Average_3" REAL
@ATTRIBUTE "Method of Moments Overall Average_4" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_0" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_1" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_2" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_3" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_4" REAL
@ATTRIBUTE "Peak Based Spectral Smoothness Overall Average" REAL
@ATTRIBUTE "Peak Based Spectral Smoothness Overall Standard Deviation" REAL
@ATTRIBUTE "Relative Difference Function Overall Average" REAL
@ATTRIBUTE "Relative Difference Function Overall Standard Deviation" REAL
@ATTRIBUTE "Root Mean Square Overall Average" REAL
@ATTRIBUTE "Root Mean Square Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Centroid Overall Average" REAL
@ATTRIBUTE "Spectral Centroid Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Flux Overall Average" REAL
@ATTRIBUTE "Spectral Flux Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Rolloff Point Overall Average" REAL
@ATTRIBUTE "Spectral Rolloff Point Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Variability Overall Average" REAL
@ATTRIBUTE "Spectral Variability Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Beat Overall Average" REAL
@ATTRIBUTE "Strongest Beat Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Frequency Via FFT Maximum Overall Average" REAL
@ATTRIBUTE "Strongest Frequency Via FFT Maximum Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Frequency Via Spectral Centroid Overall Average" REAL
@ATTRIBUTE "Strongest Frequency Via Spectral Centroid Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Average" REAL
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Standard Deviation" REAL
@ATTRIBUTE "Zero Crossings Overall Average" REAL
@ATTRIBUTE "Zero Crossings Overall Standard Deviation" REAL
@ATTRIBUTE genre STRING
@ATTRIBUTE title STRING

@DATA
0.899,16220000.0,186400000.0,-263000000000000.0,-3022000000000000.0,-3.473e+16,8.529e+21,2.721e+16,3.127e+17,1.295e+25,0.4039,1209.0,8679.0,39220000000.0,366100000000.0,3235000000000.0,1.908e+18,3297000000000.0,29140000000000.0,1.809e+21,30.3,4.406,1708.0,169.0,0.5445,0.04881,-0.9613,0.703,-0.3068,0.128,0.02163,0.01458,-0.0251,0.05088,0.1324,0.0,0.03065,0.1521,0.24,0.1933,0.1473,0.13,0.14,0.1247,0.09849,0.0,-134.9,10.3,-0.3355,-1.487,0.1571,0.4575,1.194,0.1954,-0.2015,0.5889,1.347,-1.917,-0.4308,15.15,3.86,1.699,1.654,1.545,4.18,2.948,3.201,2.12,2.675,2.194,1.987,1.738,0.09091,33.23,1550.0,142000.0,23260000.0,0.04911,7.607,509.5,50210.0,9334000.0,57.44,29.64,-5.781,1.241,0.03718,0.01712,15.61,7.119,8.957e-05,0.0001381,0.09846,0.06135,0.0009356,0.0004408,219.6,8.04,369.8,310.3,487.7,222.5,609.6,258.1,39.02,16.52,Folk,087966.mp3
0.6817,13650000.0,157900000.0,-186300000000000.0,-2154000000000000.0,-2.492e+16,5.084e+21,1.94e+16,2.244e+17,7.869e+24,0.4708,1216.0,7607.0,33190000000.0,295500000000.0,2402000000000.0,1.359e+18,2656000000000.0,21580000000000.0,1.137e+21,34.45,12.44,1662.0,272.9,0.6019,0.06082,-0.9739,0.5921,-0.03825,0.09827,0.1139,0.07003,0.009088,0.03437,0.08992,0.0,0.03426,0.2167,0.3071,0.1641,0.1391,0.1308,0.1318,0.1137,0.1129,0.0,-156.9,14.02,-1.303,-0.5975,-1.1,4.684,2.333,-0.08196,-1.154,-0.3216,0.5662,-1.936,-0.789,22.08,5.693,3.098,3.174,2.776,3.373,2.204,2.296,2.509,2.174,2.366,3.144,3.421,0.06828,29.42,1856.0,209300.0,36940000.0,0.06301,11.55,1038.0,109000.0,20410000.0,31.57,23.81,-5.57,1.538,0.03979,0.03578,11.46,6.81,0.0001789,0.0006214,0.06321,0.05599,0.001033,0.0009461,198.1,33.36,279.0,205.5,358.3,212.8,460.2,276.3,29.45,17.68,Folk,073566.mp3
4.86,2389000.0,26970000.0,-5707000000000.0,-64430000000000.0,-727400000000000.0,2.726e+19,580100000000000.0,6549000000000000.0,3.923e+22,1.116,1206.0,9579.0,5762000000.0,55400000000.0,516700000000.0,4.13e+16,498300000000.0,4646000000000.0,4.18e+19,1133.0,55.71,1646.0,171.6,0.5132,0.0311,-0.9695,0.5771,-0.07527,0.06974,-0.02596,-0.002534,0.03459,0.0107,0.02683,0.0,0.02591,0.1608,0.1774,0.1181,0.1214,0.1118,0.1197,0.09566,0.1002,0.0,-95.53,10.61,-0.4139,-0.6474,-1.287,0.482,2.638,1.431,-0.1068,-1.3,-1.18,-1.024,-0.7405,11.86,3.356,1.3,1.304,1.219,1.884,2.213,1.753,1.712,1.657,1.653,1.597,1.53,0.4833,34.75,2088.0,217300.0,37260000.0,0.1573,9.427,831.5,88000.0,16700000.0,51.97,27.99,-4.143,1.272,0.1982,0.05683,12.57,5.227,0.002529,0.00198,0.0727,0.04644,0.004988,0.001548,166.2,7.308,263.7,165.8,392.9,163.3,529.4,231.1,33.88,14.79,Folk,012064.mp3
5.613,18660000.0,215300000.0,-348100000000000.0,-4016000000000000.0,-4.634e+16,1.299e+22,3.616e+16,4.172e+17,1.995e+25,2.012,1209.0,8973.0,45100000000.0,427400000000.0,3863000000000.0,2.524e+18,3849000000000.0,34790000000000.0,2.495e+21,1894.0,511.4,1911.0,245.2,0.4504,0.06713,-0.9733,0.459,0.01222,0.1712,0.09104,0.07986,-0.004065,0.06889,0.1262,0.0,0.02908,0.2607,0.2002,0.1465,0.1325,0.1217,0.1242,0.1131,0.1059,0.0,-100.9,12.76,1.715,1.199,-1.097,5.999,2.439,-0.8347,-3.449,0.1961,-0.1113,-1.462,-0.3002,19.48,4.84,2.155,2.466,1.642,2.293,2.41,2.636,2.574,2.068,1.694,1.705,1.79,0.5611,33.82,2376.0,251400.0,43910000.0,0.2259,13.51,1247.0,111400.0,21140000.0,34.21,25.33,-4.231,1.281,0.2773,0.09969,11.2,4.802,0.002515,0.00306,0.05271,0.03785,0.007177,0.002674,220.6,1.081e-12,267.8,106.3,349.9,150.1,476.9,252.2,30.52,16.14,Folk,104356.mp3
1.759,12660000.0,146300000.0,-160400000000000.0,-1853000000000000.0,-2.14e+16,4.063e+21,1.668e+16,1.927e+17,6.26e+24,0.5688,1191.0,6096.0,30160000000.0,251300000000.0,1784000000000.0,1.146e+18,2264000000000.0,16080000000000.0,7.827e+20,267.6,36.52,1724.0,255.3,0.5531,0.03835,-0.9817,0.7162,0.07397,0.0117,0.07021,0.08422,0.03791,0.03046,0.03727,0.0,0.04836,0.1649,0.2805,0.15,0.1244,0.09671,0.1027,0.09882,0.07817,0.0,-128.1,19.01,-2.206,-1.255,-2.452,0.5313,3.27,-0.8786,0.02887,-1.813,-1.676,-0.03367,-0.3951,17.02,5.334,1.724,1.627,1.48,3.043,2.197,1.94,2.015,1.755,1.985,1.713,1.528,0.1751,22.66,1062.0,127600.0,22880000.0,0.07722,9.441,778.9,93130.0,17390000.0,29.54,23.86,-4.818,1.376,0.09696,0.03251,10.59,6.342,0.0004202,0.0006652,0.05722,0.04313,0.002507,0.0009061,210.3,11.39,273.4,202.7,330.9,198.2,375.4,190.5,24.03,12.19,Folk,069767.mp3
7.865,11270000.0,130400000.0,-127000000000000.0,-1469000000000000.0,-1.7e+16,2.862e+21,1.323e+16,1.531e+17,4.433e+24,1.106,1208.0,8456.0,27210000000.0,252700000000.0,2205000000000.0,9.2e+17,2274000000000.0,19840000000000.0,8.626e+20,2713.0,267.4,1568.0,136.7,0.4647,0.05185,-0.9651,0.7854,-0.1491,-0.03552,-0.02488,-0.04093,-0.005929,0.04892,0.04826,0.0,0.03241,0.167,0.2145,0.1162,0.09598,0.09052,0.07013,0.0738,0.06859,0.0,-83.38,11.38,-0.8924,-0.9044,-1.185,-5.121,0.4232,0.5121,-1.535,-1.338,-0.6238,-0.8716,-0.1808,9.237,2.732,1.636,1.789,1.753,2.078,1.863,1.928,1.709,1.815,1.678,1.797,1.93,0.7857,31.44,1358.0,136600.0,23450000.0,0.1485,8.508,763.7,59430.0,11770000.0,69.57,25.22,-3.874,1.097,0.3165,0.07376,15.94,5.029,0.004709,0.002861,0.1027,0.04915,0.007945,0.002117,220.6,1.081e-12,352.2,192.7,498.1,157.1,600.4,210.3,38.42,13.46,Folk,063258.mp3
3.42,23170000.0,264200000.0,-536800000000000.0,-6121000000000000.0,-6.98e+16,2.487e+22,5.511e+16,6.285e+17,3.688e+25,0.8454,877.6,6774.0,40670000000.0,388700000000.0,3579000000000.0,2.827e+18,3493000000000.0,32140000000000.0,2.837e+21,693.9,72.43,1753.0,185.9,0.5853,0.05945,-0.9749,0.4799,0.009808,0.02422,0.04416,0.06575,0.02508,-0.006938,-0.01557,0.0,0.02775,0.212,0.2385,0.1334,0.1259,0.09863,0.09707,0.08803,0.088,0.0,-109.2,11.43,-0.9292,-0.3368,0.4109,2.954,1.442,-0.6245,1.137,0.333,1.649,0.49,-1.39,19.19,3.534,1.543,1.55,1.587,2.905,1.905,2.297,1.898,2.205,2.078,1.868,1.642,0.3409,35.22,2661.0,306700.0,55500000.0,0.1046,10.96,968.7,91610.0,17430000.0,41.12,26.93,-4.752,1.412,0.1561,0.04613,10.3,5.999,0.001002,0.001568,0.06265,0.04504,0.003996,0.00127,184.2,34.11,191.2,145.4,321.8,187.5,471.4,220.8,30.17,14.13,Folk,118671.mp3
1.434,13360000.0,154900000.0,-178400000000000.0,-2069000000000000.0,-2.399e+16,4.765e+21,1.863e+16,2.16e+17,7.433e+24,0.3706,1174.0,11790.0,31360000000.0,339200000000.0,3651000000000.0,1.256e+18,3053000000000.0,32860000000000.0,1.697e+21,80.72,1.908,1866.0,242.0,0.5567,0.04266,-0.9223,0.5077,-0.3363,0.3166,-0.01214,0.1423,0.08813,0.1073,0.0465,0.0,0.06332,0.1703,0.1865,0.1541,0.192,0.1248,0.1235,0.1171,0.1233,0.0,-124.5,6.379,-2.225,-2.098,-0.1114,2.24,-3.158,-3.967,-1.591,-1.189,-0.925,0.01317,-0.8762,11.34,3.591,1.793,2.22,2.04,2.095,2.237,2.085,2.061,2.035,2.096,2.359,2.556,0.1446,44.33,2413.0,191800.0,31490000.0,0.06754,10.4,623.6,38710.0,7036000.0,73.85,37.51,-5.297,1.233,0.0559,0.02085,21.7,9.389,0.000163,0.0006155,0.1294,0.0982,0.0014,0.0005446,220.6,1.479e-12,487.6,344.9,678.2,293.4,881.3,377.0,56.4,24.13,Folk,072562.mp3
2.653,8392000.0,96140000.0,-70430000000000.0,-806800000000000.0,-9244000000000000.0,1.182e+21,7265000000000000.0,8.323e+16,1.777e+24,0.7921,1207.0,7866.0,20250000000.0,182000000000.0,1512000000000.0,5.098e+17,1638000000000.0,13610000000000.0,4.362e+20,445.6,33.91,1786.0,210.5,0.5194,0.06678,-0.9761,0.6268,0.1376,0.09026,0.05291,0.0423,0.0484,-0.02222,0.0214,0.0,0.03868,0.2454,0.2183,0.1712,0.1573,0.1585,0.1449,0.1119,0.1262,0.0,-119.5,17.36,0.6764,-1.304,-2.17,2.482,-2.426,-0.5753,0.0161,-1.588,-1.133,-2.22,-0.4548,14.43,4.563,1.896,2.089,1.866,4.478,2.739,3.249,2.859,2.047,2.18,1.936,2.268,0.2654,28.63,1950.0,235900.0,43470000.0,0.1037,13.07,1166.0,97990.0,18530000.0,35.59,22.19,-4.739,1.209,0.1312,0.04041,11.6,5.725,0.0006487,0.001012,0.06826,0.05111,0.003386,0.001076,201.7,8.094,289.3,178.9,362.4,178.9,444.5,220.3,28.45,14.1,Folk,049856.mp3
4.623,19550000.0,225000000.0,-382100000000000.0,-4397000000000000.0,-5.061e+16,1.494e+22,3.959e+16,4.557e+17,2.277e+25,1.285,1206.0,12860.0,47130000000.0,522500000000.0,5788000000000.0,2.764e+18,4700000000000.0,52060000000000.0,3.906e+21,1309.0,78.07,1655.0,216.9,0.5652,0.0558,-0.9478,0.3508,0.01442,0.01157,0.108,0.1182,0.04416,0.07357,0.06358,0.0,0.1026,0.4204,0.2533,0.2201,0.1401,0.1385,0.1498,0.1286,0.1052,0.0,-102.6,11.39,-1.426,-1.401,0.3267,5.498,1.881,-0.3283,2.131,0.2076,0.01541,0.8624,0.02445,12.91,4.475,1.673,1.864,1.926,3.954,3.543,2.744,2.168,2.169,2.278,2.132,1.84,0.4607,42.7,3173.0,289500.0,59410000.0,0.1732,23.89,2027.0,154600.0,29870000.0,31.38,28.75,-3.893,1.136,0.2161,0.06592,14.27,13.08,0.002694,0.002894,0.09146,0.1495,0.00551,0.00181,215.8,10.35,260.9,203.1,445.9,408.7,583.7,488.8,37.35,31.28,Folk,108303.mp3
1.375,16890000.0,194300000.0,-285300000000000.0,-3283000000000000.0,-3.777e+16,9.638e+21,2.956e+16,3.401e+17,1.468e+25,0.6075,1209.0,9330.0,40840000000.0,392300000000.0,3627000000000.0,2.069e+18,3532000000000.0,32650000000000.0,2.114e+21,83.58,13.66,1667.0,168.8,0.5686,0.04599,-0.9509,0.6451,-0.1593,0.1849,0.06347,0.06974,0.04564,0.1106,0.09609,0.0,0.06022,0.232,0.2881,0.2204,0.1872,0.1526,0.1401,0.1281,0.1273,0.0,-130.0,10.88,-0.8626,-0.9516,0.5397,3.42,-1.467,-2.979,-1.968,-1.695,-0.182,0.7353,-1.322,16.11,4.882,2.094,2.758,2.262,3.764,2.794,2.655,2.509,2.689,2.528,3.089,1.98,0.1387,37.7,2123.0,202500.0,35360000.0,0.0826,13.47,931.4,65730.0,12590000.0,44.39,31.52,-4.959,1.369,0.06179,0.03019,17.63,8.75,0.0002787,0.0003907,0.09914,0.07863,0.001573,0.0007844,208.0,2.207,465.8,283.0,550.8,273.4,679.9,326.6,43.51,20.9,Folk,091791.mp3
0.7423,544200.0,6276000.0,-296200000000.0,-3416000000000.0,-39390000000000.0,3.224e+17,30710000000000.0,354200000000000.0,4.943e+20,0.3083,1206.0,6685.0,1312000000.0,11200000000.0,83910000000.0,2143000000000000.0,100700000000.0,753500000000.0,1.58e+18,63.97,7.93,1702.0,205.4,0.5737,0.04419,-0.9826,0.6847,0.2369,0.1889,0.1139,0.07215,0.03965,0.04078,0.01332,0.0,0.03636,0.2655,0.1849,0.1324,0.1306,0.114,0.1016,0.101,0.09085,0.0,-153.8,19.18,-3.164,-1.601,-2.248,4.422,-1.822,-3.562,-2.143,-2.093,-2.555,-1.948,-2.024,14.74,4.627,2.131,2.199,3.221,3.851,2.599,2.71,2.644,2.398,2.092,2.294,2.689,0.07404,23.98,1463.0,170800.0,31290000.0,0.0369,13.79,1376.0,108000.0,21880000.0,21.15,18.38,-5.45,1.244,0.04762,0.02274,10.75,5.249,9.722e-05,0.0001486,0.05573,0.06128,0.001251,0.0006228,167.1,37.21,295.5,106.3,336.0,164.0,371.4,213.4,23.77,13.66,Folk,003271.mp3
6.011,1959000.0,21560000.0,-3837000000000.0,-42240000000000.0,-465000000000000.0,1.503e+19,380200000000000.0,4185000000000000.0,2.005e+22,0.6791,1207.0,11710.0,4730000000.0,48960000000.0,504900000000.0,2.78e+16,440700000000.0,4545000000000.0,3.266e+19,1271.0,55.29,1670.0,176.8,0.5152,0.03178,-0.9407,0.6038,-0.0576,-0.04139,-0.00491,-0.1058,-0.02996,0.02369,0.04903,0.0,0.03903,0.1791,0.1795,0.1734,0.1472,0.1379,0.1411,0.1202,0.1124,0.0,-88.32,7.709,-1.845,-0.3516,-1.231,-1.848,1.421,0.3088,-0.7313,0.3284,-0.05561,-0.5875,-0.7643,8.455,2.815,2.016,1.637,1.927,2.458,1.759,1.956,1.76,1.878,1.664,1.891,1.507,0.6,42.43,2543.0,263500.0,47010000.0,0.09442,9.308,879.4,84570.0,17360000.0,78.77,36.08,-4.32,1.118,0.2188,0.02876,19.39,7.825,0.002813,0.001709,0.131,0.06173,0.005417,0.0008831,220.6,1.081e-12,464.8,485.9,605.8,244.5,794.2,294.1,50.83,18.82,Folk,010993.mp3
3.392,6015000.0,68820000.0,-36180000000000.0,-414000000000000.0,-4737000000000000.0,4.353e+20,3727000000000000.0,4.265e+16,6.52e+23,0.7953,1209.0,15290.0,14540000000.0,175100000000.0,2104000000000.0,2.625e+17,1578000000000.0,18960000000000.0,4.345e+20,370.0,62.44,1949.0,225.6,0.5396,0.04161,-0.8608,0.3192,-0.3906,0.1848,-0.169,-0.03725,-0.02231,0.05726,-0.01855,0.0,0.1207,0.1675,0.1294,0.12,0.1063,0.1348,0.1109,0.106,0.1082,0.0,-103.8,3.847,0.9576,-0.7907,-0.8141,3.401,2.405,1.919,1.014,-0.9179,-0.503,-0.3054,-0.6229,10.2,3.532,1.667,2.219,1.615,2.45,1.898,2.035,1.716,1.748,1.638,1.818,1.571,0.3385,57.58,3439.0,231000.0,43490000.0,0.09934,13.81,778.3,54490.0,8348000.0,95.95,56.55,-4.977,1.205,0.1185,0.03533,27.23,16.04,0.0004726,0.0004272,0.2116,0.1347,0.002909,0.0009366,220.6,1.081e-12,359.5,689.8,850.8,501.1,1173.0,520.5,75.1,33.31,Folk,038399.mp3
5.279,28710000.0,321100000.0,-824300000000000.0,-9219000000000000.0,-1.031e+17,4.733e+22,8.3e+16,9.282e+17,6.621e+25,0.8093,1206.0,10450.0,69240000000.0,687000000000.0,6712000000000.0,5.963e+18,6180000000000.0,60360000000000.0,6.465e+21,1786.0,432.2,1857.0,229.0,0.5902,0.06119,-0.9685,0.07376,-0.4025,0.4004,0.09044,0.03785,0.1691,0.1482,-0.1456,0.0,0.02812,0.1416,0.1455,0.1274,0.135,0.08425,0.1414,0.09685,0.2162,0.0,-104.9,9.31,0.04574,-1.918,-1.0,9.603,2.165,3.774,-0.06554,-1.473,0.1175,1.17,0.09993,9.214,2.152,1.815,1.339,1.514,2.012,1.889,1.844,1.969,3.633,2.045,1.574,2.499,0.5272,38.52,3253.0,295000.0,48600000.0,0.1372,10.5,844.3,52780.0,11750000.0,15.63,12.57,-4.395,1.275,0.2564,0.07077,6.954,3.435,0.001872,0.004159,0.03286,0.02924,0.00722,0.002021,218.7,12.17,70.39,79.3,217.3,107.3,527.1,261.2,33.74,16.71,Folk,134077.mp3
8.665,11240000.0,130200000.0,-126400000000000.0,-1464000000000000.0,-1.695e+16,2.843e+21,1.318e+16,1.526e+17,4.414e+24,0.8293,1209.0,9250.0,27190000000.0,261400000000.0,2409000000000.0,9.17e+17,2353000000000.0,21690000000000.0,9.409e+20,2438.0,98.42,1597.0,140.6,0.5865,0.05556,-0.9523,0.7552,-0.3985,0.1268,0.03636,0.1057,0.04373,-0.05997,-0.03327,0.0,0.02208,0.0674,0.1762,0.1784,0.1289,0.09818,0.08604,0.08263,0.07995,0.0,-78.13,7.878,0.3392,-0.8439,-1.531,-3.05,0.03305,-1.659,2.18,-0.5086,1.4,-0.07312,-0.5492,8.178,2.572,1.56,1.314,1.316,2.234,1.794,1.892,2.116,1.603,1.59,1.654,1.9,0.8657,35.14,1410.0,115600.0,18050000.0,0.1246,4.665,299.0,37100.0,7096000.0,81.94,33.27,-3.939,1.129,0.3085,0.04964,18.35,4.986,0.006777,0.004396,0.1198,0.04742,0.007618,0.001428,220.6,1.081e-12,425.0,331.3,573.6,155.8,747.9,192.4,47.86,12.31,Folk,063250.mp3
2.515,13780000.0,159200000.0,-189800000000000.0,-2193000000000000.0,-2.534e+16,5.229e+21,1.975e+16,2.281e+17,8.066e+24,0.6647,1205.0,6937.0,33210000000.0,287400000000.0,2208000000000.0,1.373e+18,2586000000000.0,19860000000000.0,1.055e+21,537.6,101.5,1645.0,157.2,0.5202,0.05907,-0.9844,0.5693,-0.05299,-0.002268,0.0918,0.1272,0.1123,0.1015,0.07184,0.0,0.02535,0.138,0.2893,0.1516,0.1166,0.1267,0.09543,0.08593,0.08079,0.0,-117.5,13.3,0.6314,-0.3366,-0.1995,5.062,4.464,-0.7467,2.214,0.6625,-0.9276,-0.7892,0.3857,11.82,3.7,1.548,1.255,1.369,2.333,2.029,2.235,2.159,2.086,1.546,1.574,1.501,0.2526,25.24,1575.0,185100.0,32810000.0,0.07897,7.702,489.5,59040.0,11200000.0,16.24,18.9,-4.737,1.219,0.147,0.04175,7.66,5.189,0.0006881,0.0008529,0.0464,0.05533,0.003832,0.001185,220.6,1.109e-12,164.7,195.3,239.4,162.2,310.0,236.9,19.84,15.16,Folk,073797.mp3
1.169,1062000.0,11690000.0,-1128000000000.0,-12410000000000.0,-136600000000000.0,2.396e+18,111700000000000.0,1229000000000000.0,3.195e+21,0.3391,1207.0,5366.0,2563000000.0,19800000000.0,125500000000.0,8165000000000000.0,178100000000.0,1129000000000.0,4.4e+18,161.4,29.53,1901.0,279.4,0.5434,0.05988,-0.9903,0.6479,0.1967,0.09231,0.1291,0.1081,0.05821,0.07881,0.07373,0.0,0.01033,0.1664,0.2066,0.1181,0.105,0.0938,0.09092,0.07581,0.07359,0.0,-141.4,16.28,-1.383,-2.441,-0.8794,3.703,4.482,1.805,0.3392,-1.166,-1.729,-2.989,-2.013,12.25,3.676,1.783,2.989,2.217,2.562,2.489,2.337,2.325,2.643,2.152,2.207,2.211,0.1169,20.16,1215.0,158200.0,28610000.0,0.04372,6.6,701.6,92000.0,17720000.0,15.61,14.93,-5.011,1.271,0.08105,0.03322,7.789,2.043,0.0002531,0.0004396,0.0361,0.01637,0.002126,0.0009123,220.4,2.218,234.4,66.31,243.4,63.84,277.2,95.58,17.74,6.117,Folk,005159.mp3
4.01,18810000.0,217000000.0,-353800000000000.0,-4081000000000000.0,-4.708e+16,1.331e+22,3.675e+16,4.239e+17,2.043e+25,1.434,1206.0,11190.0,45360000000.0,472000000000.0,4856000000000.0,2.559e+18,4245000000000.0,43670000000000.0,3.161e+21,804.5,100.2,1859.0,294.6,0.5907,0.03667,-0.9376,0.719,-0.08286,0.094,0.07587,0.08692,-0.05298,0.03026,-0.0007498,0.0,0.0687,0.2024,0.2303,0.1443,0.1395,0.1371,0.1399,0.1186,0.1169,0.0,-103.1,8.044,-0.8171,1.13,-0.5672,-5.038,-3.3,-1.235,-0.5038,-2.457,-2.779,-2.288,-2.033,36.38,4.352,2.483,2.628,2.554,2.777,2.876,2.122,2.285,2.353,2.442,2.53,2.165,0.3996,41.3,2026.0,199800.0,34840000.0,0.2217,12.47,967.5,73410.0,14170000.0,64.3,32.7,-3.373,1.158,0.1731,0.09025,22.36,8.829,0.003764,0.005192,0.1263,0.07733,0.004332,0.002416,154.1,25.44,560.0,288.3,698.7,275.9,799.8,311.5,51.18,19.94,Folk,105718.mp3
