@RELATION ./Datasets/MP3/nominalswap.arff

@ATTRIBUTE "Area Method of Moments Overall Average_0" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_1" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_2" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_3" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_4" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_5" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_6" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_7" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_8" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_9" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_0" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_1" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_2" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_3" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_4" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_5" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_6" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_7" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_8" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_9" REAL
@ATTRIBUTE "Beat Sum Overall Average" REAL
@ATTRIBUTE "Beat Sum Overall Standard Deviation" REAL
@ATTRIBUTE "Compactness Overall Average" REAL
@ATTRIBUTE "Compactness Overall Standard Deviation" REAL
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Average" REAL
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Standard Deviation" REAL
@ATTRIBUTE "LPC Overall Average_0" REAL
@ATTRIBUTE "LPC Overall Average_1" REAL
@ATTRIBUTE "LPC Overall Average_2" REAL
@ATTRIBUTE "LPC Overall Average_3" REAL
@ATTRIBUTE "LPC Overall Average_4" REAL
@ATTRIBUTE "LPC Overall Average_5" REAL
@ATTRIBUTE "LPC Overall Average_6" REAL
@ATTRIBUTE "LPC Overall Average_7" REAL
@ATTRIBUTE "LPC Overall Average_8" REAL
@ATTRIBUTE "LPC Overall Average_9" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_0" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_1" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_2" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_3" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_4" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_5" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_6" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_7" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_8" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_9" REAL
@ATTRIBUTE "MFCC Overall Average_0" REAL
@ATTRIBUTE "MFCC Overall Average_1" REAL
@ATTRIBUTE "MFCC Overall Average_10" REAL
@ATTRIBUTE "MFCC Overall Average_11" REAL
@ATTRIBUTE "MFCC Overall Average_12" REAL
@ATTRIBUTE "MFCC Overall Average_2" REAL
@ATTRIBUTE "MFCC Overall Average_3" REAL
@ATTRIBUTE "MFCC Overall Average_4" REAL
@ATTRIBUTE "MFCC Overall Average_5" REAL
@ATTRIBUTE "MFCC Overall Average_6" REAL
@ATTRIBUTE "MFCC Overall Average_7" REAL
@ATTRIBUTE "MFCC Overall Average_8" REAL
@ATTRIBUTE "MFCC Overall Average_9" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_0" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_1" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_10" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_11" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_12" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_2" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_3" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_4" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_5" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_6" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_7" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_8" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_9" REAL
@ATTRIBUTE "Method of Moments Overall Average_0" REAL
@ATTRIBUTE "Method of Moments Overall Average_1" REAL
@ATTRIBUTE "Method of Moments Overall Average_2" REAL
@ATTRIBUTE "Method of Moments Overall Average_3" REAL
@ATTRIBUTE "Method of Moments Overall Average_4" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_0" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_1" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_2" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_3" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_4" REAL
@ATTRIBUTE "Peak Based Spectral Smoothness Overall Average" REAL
@ATTRIBUTE "Peak Based Spectral Smoothness Overall Standard Deviation" REAL
@ATTRIBUTE "Relative Difference Function Overall Average" REAL
@ATTRIBUTE "Relative Difference Function Overall Standard Deviation" REAL
@ATTRIBUTE "Root Mean Square Overall Average" REAL
@ATTRIBUTE "Root Mean Square Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Centroid Overall Average" REAL
@ATTRIBUTE "Spectral Centroid Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Flux Overall Average" REAL
@ATTRIBUTE "Spectral Flux Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Rolloff Point Overall Average" REAL
@ATTRIBUTE "Spectral Rolloff Point Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Variability Overall Average" REAL
@ATTRIBUTE "Spectral Variability Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Beat Overall Average" REAL
@ATTRIBUTE "Strongest Beat Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Frequency Via FFT Maximum Overall Average" REAL
@ATTRIBUTE "Strongest Frequency Via FFT Maximum Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Frequency Via Spectral Centroid Overall Average" REAL
@ATTRIBUTE "Strongest Frequency Via Spectral Centroid Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Average" REAL
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Standard Deviation" REAL
@ATTRIBUTE "Zero Crossings Overall Average" REAL
@ATTRIBUTE "Zero Crossings Overall Standard Deviation" REAL
@ATTRIBUTE genre {Hip-Hop, Pop, Soundtrack, Instrumental, Folk}
@ATTRIBUTE title STRING

@DATA
7.349,26780000.0,301000000.0,-717100000000000.0,-8059000000000000.0,-9.058e+16,3.841e+22,7.256e+16,8.155e+17,5.452e+25,1.5,1188.0,15700.0,63620000000.0,777700000000.0,9448000000000.0,5.111e+18,7015000000000.0,85210000000000.0,8.53e+21,2199.0,262.0,1571.0,173.0,0.4663,0.03785,-0.893,0.2342,-0.1478,0.03076,-0.06422,0.04466,0.008899,-0.04297,-0.03634,0.0,0.1538,0.3805,0.2514,0.211,0.1977,0.1492,0.1499,0.1501,0.1619,0.0,-94.99,3.954,-1.315,-0.8616,-1.541,2.178,0.7304,-2.079,0.7404,0.1471,0.818,-0.9541,-0.4577,15.66,5.428,1.806,1.786,1.765,5.0,4.043,3.678,2.647,2.679,2.367,1.986,1.945,0.7342,56.41,3964.0,295900.0,62610000.0,0.3008,23.91,1742.0,136400.0,22800000.0,57.19,54.93,-3.298,1.317,0.2877,0.1195,20.89,20.32,0.009977,0.01254,0.1465,0.1679,0.007176,0.003435,172.7,3.624,291.3,497.1,652.7,634.9,885.0,683.3,56.64,43.73,Hip-Hop,128494.mp3
4.394,7307000.0,83930000.0,-53390000000000.0,-613200000000000.0,-7044000000000000.0,7.802e+20,5522000000000000.0,6.342e+16,1.182e+24,1.256,1208.0,11890.0,17660000000.0,188300000000.0,1995000000000.0,3.871e+17,1695000000000.0,17960000000000.0,5.024e+20,937.9,50.81,1630.0,226.0,0.4529,0.03854,-0.9593,0.3319,-0.2058,0.207,-0.1085,0.08352,-0.09513,0.00324,0.01561,0.0,0.03966,0.1754,0.1184,0.09679,0.1352,0.09228,0.1019,0.07571,0.07443,0.0,-103.6,6.251,0.4825,-0.2604,-1.562,2.687,1.992,2.229,0.1432,-0.3685,-0.7777,0.3969,0.1815,22.2,3.387,1.5,1.675,1.627,2.113,1.942,2.285,2.801,1.855,1.446,1.526,1.608,0.4372,44.15,2971.0,255400.0,43070000.0,0.2005,11.41,815.1,72210.0,14090000.0,37.82,33.89,-3.941,1.569,0.1814,0.07748,12.09,7.647,0.002906,0.003853,0.0756,0.06979,0.004565,0.002145,181.5,14.92,152.6,102.9,377.9,239.0,603.8,298.3,38.64,19.09,Hip-Hop,043911.mp3
3.973,21660000.0,249000000.0,-469400000000000.0,-5395000000000000.0,-6.201e+16,2.034e+22,4.858e+16,5.583e+17,3.088e+25,0.9912,1208.0,10610.0,52340000000.0,530700000000.0,5285000000000.0,3.401e+18,4777000000000.0,47580000000000.0,3.948e+21,902.6,35.57,1648.0,216.6,0.6388,0.04969,-0.9514,0.4945,0.05088,0.05659,0.04929,-0.07807,-0.121,0.05448,0.04646,0.0,0.06116,0.285,0.2307,0.1849,0.143,0.1317,0.1363,0.1584,0.1214,0.0,-108.7,8.697,0.5148,-1.277,0.5098,-0.6941,-0.6653,2.185,-0.02105,0.7181,0.9613,-0.09305,-0.6851,16.22,5.342,2.226,1.891,2.837,4.592,3.004,2.576,1.778,1.645,1.893,2.041,1.891,0.3973,38.35,2685.0,289400.0,53380000.0,0.1741,16.92,1388.0,121000.0,23400000.0,46.83,30.28,-4.148,1.662,0.1836,0.1018,15.62,11.33,0.005137,0.01204,0.09915,0.07012,0.00465,0.002892,133.3,55.07,358.2,422.3,488.0,354.0,613.1,362.7,39.24,23.21,Hip-Hop,114050.mp3
3.882,1471000.0,16270000.0,-2163000000000.0,-23930000000000.0,-264700000000000.0,6.363e+18,215300000000000.0,2381000000000000.0,8.612e+21,1.526,1209.0,15560.0,3556000000.0,42540000000.0,506300000000.0,1.569e+16,382400000000.0,4552000000000.0,2.471e+19,417.4,55.1,1528.0,210.2,0.5885,0.04684,-0.8759,0.4349,-0.323,0.09645,-0.06488,0.03283,0.00279,-0.007553,-0.02307,0.0,0.1341,0.2788,0.2329,0.2099,0.1752,0.1289,0.1093,0.1045,0.09759,0.0,-107.0,1.405,0.6434,0.05135,-0.5177,1.4,0.6279,0.5831,2.278,0.7386,0.4956,0.3106,-0.2857,18.41,5.62,1.687,1.509,1.466,3.723,2.797,2.527,2.498,2.16,1.964,2.214,1.701,0.3889,53.65,2860.0,186000.0,36410000.0,0.2692,21.52,1333.0,93160.0,19750000.0,79.54,69.65,-4.216,1.538,0.1291,0.07752,25.16,20.0,0.002181,0.00315,0.18,0.1617,0.003046,0.002014,187.9,46.89,315.6,448.4,786.4,624.9,970.1,647.1,62.09,41.41,Hip-Hop,007482.mp3
8.345,2741000.0,31110000.0,-7511000000000.0,-85270000000000.0,-968100000000000.0,4.117e+19,767800000000000.0,8716000000000000.0,6.024e+22,2.161,1208.0,22630.0,6621000000.0,99560000000.0,1408000000000.0,5.443e+16,897200000000.0,12690000000000.0,1.314e+20,1925.0,469.1,1561.0,168.5,0.4847,0.06674,-0.7631,-0.002822,-0.1552,-0.05987,-0.01227,0.0558,-0.02103,0.03455,0.01794,0.0,0.2904,0.3403,0.1918,0.1796,0.1703,0.1391,0.1315,0.1407,0.1339,0.0,-94.98,-0.411,-0.1049,-0.949,-0.9901,2.35,-1.095,-0.4017,-0.1252,0.2986,0.6202,0.1835,-0.3707,20.56,4.703,1.862,1.821,1.932,4.236,3.189,3.58,2.391,2.167,1.873,1.876,1.687,0.8333,80.55,5225.0,245500.0,69750000.0,0.4066,28.2,1474.0,170400.0,17410000.0,88.24,94.07,-3.466,1.334,0.2644,0.1144,36.55,36.57,0.008328,0.008468,0.2613,0.2733,0.006311,0.003175,204.9,21.0,411.9,962.2,1142.0,1143.0,1431.0,1055.0,91.57,67.52,Hip-Hop,013747.mp3
5.379,29710000.0,332900000.0,-882900000000000.0,-9892000000000000.0,-1.108e+17,5.247e+22,8.906e+16,9.979e+17,7.379e+25,1.498,1209.0,12620.0,71870000000.0,777000000000.0,8400000000000.0,6.407e+18,7016000000000.0,75860000000000.0,8.389e+21,1946.0,569.8,1568.0,230.2,0.4953,0.03315,-0.9705,0.1361,-0.03318,0.101,0.1135,0.1195,0.03511,0.04617,0.05849,0.0,0.05595,0.3352,0.2371,0.1742,0.1295,0.1053,0.07574,0.06866,0.07163,0.0,-111.4,9.282,-0.2267,-0.2669,-0.4078,7.98,0.5911,-0.4722,-0.5691,-0.3767,-1.735,-0.6417,-1.1,20.6,6.603,1.424,1.926,1.501,3.861,2.197,2.247,2.231,2.349,2.188,2.145,1.913,0.5377,39.66,3513.0,336400.0,64570000.0,0.2274,21.82,1803.0,126800.0,23060000.0,19.01,19.52,-3.517,1.155,0.2829,0.1073,7.666,7.227,0.005962,0.007917,0.04137,0.07264,0.007444,0.002994,162.0,54.36,133.1,107.4,239.6,225.8,403.1,335.7,25.8,21.48,Hip-Hop,138217.mp3
5.013,2832000.0,32320000.0,-8022000000000.0,-91540000000000.0,-1045000000000000.0,4.544e+19,824200000000000.0,9405000000000000.0,6.752e+22,1.339,1207.0,18080.0,6836000000.0,90190000000.0,1168000000000.0,5.809e+16,812200000000.0,10520000000000.0,1.133e+20,792.2,69.38,1534.0,202.3,0.5955,0.04445,-0.8463,0.2061,-0.08524,0.08802,-0.05471,0.04856,-0.045,-0.02618,0.0001974,0.0,0.2071,0.4308,0.233,0.1985,0.1574,0.1406,0.1391,0.1272,0.1267,0.0,-105.3,2.274,-0.276,-0.6172,-0.9455,0.01922,-0.2627,1.485,1.176,0.7238,1.283,0.4258,-0.5669,19.97,5.741,2.236,1.991,2.009,5.272,3.734,3.372,2.523,2.494,2.184,2.204,2.076,0.4999,64.21,4189.0,260500.0,60700000.0,0.2791,27.7,1781.0,160100.0,22710000.0,65.71,50.91,-3.556,1.334,0.1726,0.1018,27.83,25.14,0.005864,0.008248,0.2019,0.2171,0.00415,0.002741,170.9,23.31,362.0,597.4,869.8,785.7,1095.0,734.1,70.07,46.99,Hip-Hop,014386.mp3
4.919,31690000.0,355600000.0,-1004000000000000.0,-1.127e+16,-1.264e+17,6.367e+22,1.015e+17,1.138e+18,8.992e+25,1.265,1206.0,16840.0,76440000000.0,962400000000.0,11970000000000.0,7.268e+18,8699000000000.0,108200000000000.0,1.277e+22,1493.0,42.56,1565.0,226.5,0.445,0.03487,-0.8798,0.1244,-0.2396,-0.06808,0.02293,0.07507,0.006837,0.05991,0.0388,0.0,0.1759,0.328,0.2025,0.1952,0.157,0.1201,0.1285,0.1009,0.1109,0.0,-114.7,-1.931,-0.491,-0.1678,0.6364,3.384,-1.421,-0.4234,5.065,4.713,2.424,-0.6521,-2.217,17.51,5.804,1.944,1.963,1.896,3.041,3.089,1.98,3.454,2.926,2.014,1.79,1.999,0.4908,57.07,3824.0,216000.0,52560000.0,0.3415,33.66,2027.0,142100.0,27360000.0,39.55,66.33,-3.376,1.357,0.2389,0.1194,19.64,24.47,0.00622,0.009998,0.1486,0.219,0.006053,0.003354,220.6,1.109e-12,225.5,479.2,613.6,764.8,804.3,836.5,51.47,53.54,Hip-Hop,146683.mp3
3.997,12850000.0,148300000.0,-165100000000000.0,-1905000000000000.0,-2.198e+16,4.242e+21,1.715e+16,1.979e+17,6.518e+24,1.09,1194.0,13200.0,30670000000.0,346600000000.0,3915000000000.0,1.182e+18,3126000000000.0,35310000000000.0,1.741e+21,728.8,107.2,1546.0,184.9,0.5611,0.03869,-0.9285,0.2578,-0.1978,0.2724,0.005841,0.01038,0.1445,-0.1588,-0.006569,0.0,0.09176,0.3256,0.2858,0.2028,0.1758,0.1532,0.1869,0.1593,0.1207,0.0,-114.2,8.732,-0.2578,-1.408,-0.2057,3.715,-0.721,0.7369,-1.055,1.156,0.02042,1.156,-0.7355,23.66,7.345,1.592,1.776,1.77,5.586,4.131,2.865,3.19,3.272,2.318,2.141,1.736,0.3986,46.83,3295.0,267100.0,49910000.0,0.2809,20.03,1418.0,92030.0,16000000.0,46.8,41.71,-3.599,1.487,0.1672,0.1059,16.55,13.7,0.004351,0.007061,0.1104,0.1359,0.004159,0.002851,175.7,27.41,259.8,335.2,517.2,428.3,748.9,503.7,47.93,32.24,Hip-Hop,070657.mp3
2.458,2543000.0,28650000.0,-6468000000000.0,-72870000000000.0,-820900000000000.0,3.29e+19,656100000000000.0,7392000000000000.0,4.704e+22,0.4485,1207.0,17230.0,6140000000.0,78410000000.0,987500000000.0,4.685e+16,707800000000.0,8912000000000.0,8.489e+19,236.6,10.37,1572.0,217.9,0.6767,0.02233,-0.892,0.05329,0.03319,-0.0221,-0.004299,0.03479,-0.02397,0.006816,0.007959,0.0,0.1293,0.2548,0.2143,0.1485,0.1529,0.1228,0.1358,0.09997,0.09054,0.0,-118.9,4.912,0.6497,-0.006024,-0.3984,3.953,2.151,1.486,0.742,0.9793,1.03,-0.4813,0.293,35.79,5.571,1.57,1.765,1.449,3.943,2.75,2.09,2.273,2.138,1.811,1.894,1.793,0.2457,61.75,4694.0,381400.0,77470000.0,0.1108,21.65,1194.0,118500.0,17200000.0,53.35,56.7,-4.683,1.451,0.09388,0.04691,20.96,18.9,0.001099,0.001681,0.1377,0.1555,0.002295,0.001317,107.1,8.391e-13,294.1,481.6,655.0,590.6,872.2,631.0,55.82,40.39,Hip-Hop,012526.mp3
4.666,2849000.0,32520000.0,-8116000000000.0,-92660000000000.0,-1058000000000000.0,4.625e+19,834400000000000.0,9525000000000000.0,6.881e+22,0.9275,1198.0,11840.0,6824000000.0,72670000000.0,769900000000.0,5.832e+16,652600000000.0,6913000000000.0,7.512e+19,980.7,82.01,1596.0,236.0,0.6155,0.0372,-0.9334,0.409,-0.115,0.1419,0.1559,-0.006658,-0.001277,0.06453,0.05833,0.0,0.1482,0.3655,0.2884,0.1884,0.174,0.1759,0.1677,0.1693,0.1468,0.0,-102.5,9.705,-0.5164,-0.1405,-0.1741,4.485,-1.569,-0.4441,-1.156,0.4758,-1.332,-1.372,-0.9716,15.71,5.203,2.208,1.958,1.689,4.053,3.274,3.272,2.734,2.173,1.873,2.521,1.677,0.4655,43.7,3041.0,269900.0,53380000.0,0.1871,22.17,1776.0,146900.0,28360000.0,49.2,34.64,-3.567,1.272,0.1944,0.08616,16.85,17.9,0.004323,0.005747,0.1046,0.1387,0.004878,0.002398,220.6,1.195e-12,339.3,505.9,526.7,559.4,665.9,581.1,42.62,37.19,Hip-Hop,014541.mp3
5.752,28870000.0,323000000.0,-833700000000000.0,-9325000000000000.0,-1.043e+17,4.814e+22,8.396e+16,9.392e+17,6.738e+25,1.62,1207.0,12870.0,69680000000.0,761200000000.0,8311000000000.0,6.036e+18,6876000000000.0,75080000000000.0,8.053e+21,2651.0,157.3,1628.0,250.7,0.5173,0.03044,-0.9332,0.07847,-0.1102,0.09516,0.1225,0.004001,-0.0002917,0.01037,0.04597,0.0,0.126,0.2976,0.1873,0.1905,0.1552,0.1264,0.09261,0.08932,0.08347,0.0,-109.9,5.758,0.4881,0.1394,-0.1537,1.137,-3.285,-0.8812,-3.359,0.3478,-0.7004,-0.9523,-0.6621,20.4,5.717,1.477,1.358,1.165,4.61,2.97,2.454,2.315,2.029,1.58,1.601,1.727,0.5736,47.63,3967.0,356800.0,69900000.0,0.4273,23.78,1569.0,131600.0,22080000.0,33.99,54.45,-3.234,1.494,0.3167,0.1777,12.83,17.85,0.01426,0.02235,0.0796,0.1439,0.008113,0.004911,220.6,1.109e-12,187.4,366.0,401.0,558.0,557.9,631.3,35.71,40.4,Hip-Hop,134825.mp3
6.482,4929000.0,56620000.0,-24300000000000.0,-279100000000000.0,-3206000000000000.0,2.395e+20,2513000000000000.0,2.887e+16,3.631e+23,1.671,1202.0,20400.0,11850000000.0,168600000000.0,2310000000000.0,1.752e+17,1514000000000.0,20750000000000.0,3.924e+20,1620.0,103.8,1619.0,349.0,0.4902,0.03568,-0.7262,0.1648,-0.2512,0.02217,-0.1298,-0.01624,-0.007998,0.005954,-0.01109,0.0,0.3521,0.3075,0.2433,0.1695,0.1821,0.1346,0.108,0.08982,0.08103,0.0,-106.7,-1.369,-0.2253,0.4513,-0.5349,2.869,1.3,1.143,1.071,-0.4007,0.4744,-0.06844,-0.5189,25.74,7.101,1.323,1.576,1.196,4.25,2.529,2.028,1.676,2.136,1.369,1.58,1.275,0.6451,68.2,3726.0,164400.0,47840000.0,0.3651,39.71,1841.0,157000.0,24760000.0,87.95,104.3,-3.198,1.171,0.2476,0.1127,39.84,44.31,0.007109,0.01131,0.2716,0.2841,0.005958,0.003337,192.2,22.54,629.4,1340.0,1245.0,1385.0,1344.0,1322.0,85.99,84.61,Hip-Hop,029602.mp3
7.862,3200000.0,36330000.0,-10240000000000.0,-116300000000000.0,-1320000000000000.0,6.553e+19,1047000000000000.0,1.189e+16,9.592e+22,1.104,1207.0,13960.0,7725000000.0,88510000000.0,1014000000000.0,7.416e+16,797000000000.0,9132000000000.0,1.105e+20,2215.0,194.6,1573.0,179.2,0.5527,0.03305,-0.9338,0.3048,-0.2439,0.01652,0.115,0.1214,0.09332,0.01577,0.0202,0.0,0.06143,0.1253,0.1313,0.1238,0.1129,0.1122,0.1001,0.09813,0.1063,0.0,-86.19,4.903,-0.2312,0.02824,-0.4223,5.243,-0.3646,-0.5613,-0.3164,-1.517,-1.085,-1.277,-0.04001,9.386,4.163,1.556,1.539,1.423,3.451,3.03,2.793,2.564,2.114,1.899,1.55,1.447,0.7863,51.87,3525.0,299000.0,55060000.0,0.3038,14.08,648.5,55000.0,9315000.0,52.59,41.16,-3.389,1.338,0.2924,0.1199,16.52,10.66,0.007003,0.00755,0.1092,0.1024,0.007221,0.003302,198.0,49.83,214.9,133.9,516.4,333.2,775.1,425.6,49.6,27.24,Hip-Hop,016878.mp3
6.149,15930000.0,183200000.0,-253600000000000.0,-2917000000000000.0,-3.355e+16,8.078e+21,2.626e+16,3.021e+17,1.229e+25,2.68,1211.0,19320.0,38560000000.0,529400000000.0,7078000000000.0,1.842e+18,4774000000000.0,63820000000000.0,3.889e+21,1477.0,1052.0,1639.0,185.1,0.5224,0.04522,-0.8821,-0.01146,-0.242,0.07798,0.01547,0.0765,0.07218,0.06026,0.05348,0.0,0.08385,0.2358,0.142,0.1608,0.09891,0.09998,0.09046,0.08685,0.08091,0.0,-96.85,0.9046,-1.483,-1.779,-1.692,1.21,-3.17,-1.672,-1.967,-2.108,-1.913,-0.7934,-1.648,12.52,3.316,2.07,2.046,2.055,4.921,2.54,2.509,2.727,3.088,2.667,2.052,1.914,0.6138,71.24,4936.0,303200.0,65110000.0,0.3062,14.69,1072.0,85820.0,16220000.0,57.37,53.97,-3.856,1.315,0.2169,0.119,23.0,13.37,0.003802,0.006149,0.1494,0.141,0.005294,0.003191,208.3,21.7,256.4,211.1,718.8,417.9,976.3,482.9,62.48,30.9,Hip-Hop,086678.mp3
5.51,31630000.0,354800000.0,-1000000000000000.0,-1.122e+16,-1.259e+17,6.329e+22,1.01e+17,1.134e+18,8.934e+25,1.16,1206.0,15220.0,76290000000.0,909300000000.0,10800000000000.0,7.239e+18,8203000000000.0,97420000000000.0,1.15e+22,1015.0,39.14,1540.0,213.4,0.5662,0.02846,-0.9003,0.2848,-0.1748,0.06586,0.05688,-0.004683,-0.08027,0.1151,0.08764,0.0,0.1242,0.3409,0.2631,0.1782,0.1477,0.1592,0.1632,0.1477,0.1309,0.0,-99.88,5.358,0.2193,-0.7586,-0.2763,3.89,1.628,0.8109,-0.1233,0.9804,-0.4978,0.9714,-0.09218,18.92,5.077,1.726,1.645,1.593,5.372,3.757,3.33,2.565,2.445,1.867,2.214,1.932,0.5514,55.26,3698.0,266900.0,55720000.0,0.3354,23.27,1606.0,113200.0,18600000.0,58.03,46.35,-3.401,1.298,0.1975,0.09306,21.28,16.25,0.005599,0.006861,0.154,0.1676,0.004795,0.002443,194.8,4.329,326.7,324.8,665.0,507.7,877.8,573.3,56.18,36.69,Hip-Hop,146147.mp3
6.844,2030000.0,22490000.0,-4120000000000.0,-45640000000000.0,-505700000000000.0,1.673e+19,410800000000000.0,4551000000000000.0,2.274e+22,1.566,1208.0,22720.0,4904000000.0,73280000000.0,1022000000000.0,2.986e+16,660500000000.0,9208000000000.0,6.894e+19,1021.0,33.1,1538.0,180.5,0.5702,0.02932,-0.7343,-0.09292,-0.09889,-0.02804,-0.06509,0.00277,0.03488,0.04262,0.01862,0.0,0.2966,0.3174,0.2171,0.1939,0.158,0.1438,0.1584,0.1329,0.1226,0.0,-95.67,2.42,0.2193,-0.9047,-0.626,4.168,0.6956,-0.5547,1.207,0.6331,0.7868,-0.5638,-0.4278,14.78,4.458,2.023,1.858,1.752,4.061,3.17,2.734,2.145,2.391,2.022,2.0,1.836,0.6822,83.66,5632.0,265900.0,77220000.0,0.3065,26.77,1262.0,213400.0,17130000.0,101.9,75.82,-3.4,1.297,0.194,0.07435,41.86,35.6,0.005712,0.006639,0.3104,0.2764,0.004304,0.001971,188.8,11.12,527.4,1112.0,1308.0,1113.0,1687.0,1008.0,108.0,64.52,Hip-Hop,011299.mp3
6.036,30500000.0,341600000.0,-930200000000000.0,-1.042e+16,-1.167e+17,5.674e+22,9.381e+16,1.051e+18,7.974e+25,1.324,1205.0,20750.0,73490000000.0,1044000000000.0,14180000000000.0,6.724e+18,9401000000000.0,127600000000000.0,1.453e+22,1195.0,99.79,1612.0,214.6,0.5659,0.03103,-0.8219,0.0955,0.02711,-0.01893,-0.1062,0.06748,-0.04106,0.02369,-0.004826,0.0,0.2286,0.5051,0.3028,0.2305,0.1806,0.1673,0.1391,0.1512,0.1473,0.0,-104.4,0.9781,-0.1319,-0.691,-0.8613,-3.02,-0.9472,-0.239,1.419,0.447,-0.8322,0.5574,0.9785,17.23,5.91,2.731,2.593,2.282,5.423,3.555,3.897,3.304,3.242,2.859,3.016,2.825,0.6018,71.21,5040.0,304700.0,78190000.0,0.3065,30.75,1992.0,210700.0,23150000.0,66.82,51.47,-3.424,1.314,0.2127,0.09139,31.08,27.03,0.00662,0.008386,0.2349,0.246,0.005112,0.002533,183.7,14.23,336.2,491.8,971.2,844.7,1214.0,812.1,77.71,51.97,Hip-Hop,142086.mp3
8.038,20570000.0,236700000.0,-423200000000000.0,-4869000000000000.0,-5.601e+16,1.741e+22,4.384e+16,5.043e+17,2.651e+25,2.204,1207.0,12900.0,49670000000.0,551100000000.0,6108000000000.0,3.066e+18,4967000000000.0,55040000000000.0,4.337e+21,3088.0,573.9,1577.0,195.8,0.4941,0.03184,-0.9273,0.4745,-0.1139,0.1517,0.1152,0.1218,-0.07344,-0.008528,0.08796,0.0,0.09006,0.3429,0.2926,0.2022,0.1986,0.1721,0.1472,0.1438,0.1546,0.0,-87.83,6.292,-1.656,-0.6954,-2.818,0.7517,-1.595,-0.6532,-0.4466,-1.085,0.1874,-1.376,-1.321,18.17,5.27,2.593,2.514,2.457,4.334,3.969,3.457,2.51,2.69,2.236,2.367,2.489,0.8039,49.21,3066.0,270600.0,50470000.0,0.3721,16.58,1495.0,118800.0,23460000.0,57.11,39.37,-2.895,1.285,0.336,0.1622,21.3,12.16,0.01667,0.01753,0.1303,0.1221,0.008424,0.004483,192.8,8.858,444.7,283.4,665.5,380.1,796.0,419.3,50.95,26.84,Hip-Hop,110768.mp3
