@RELATION ./mp3train.arff

@ATTRIBUTE "MFCC Overall Average_0" REAL
@ATTRIBUTE "MFCC Overall Average_1" REAL
@ATTRIBUTE "MFCC Overall Average_10" REAL
@ATTRIBUTE "MFCC Overall Average_11" REAL
@ATTRIBUTE "MFCC Overall Average_12" REAL
@ATTRIBUTE "MFCC Overall Average_2" REAL
@ATTRIBUTE "MFCC Overall Average_3" REAL
@ATTRIBUTE "MFCC Overall Average_4" REAL
@ATTRIBUTE "MFCC Overall Average_5" REAL
@ATTRIBUTE "MFCC Overall Average_6" REAL
@ATTRIBUTE "MFCC Overall Average_7" REAL
@ATTRIBUTE "MFCC Overall Average_8" REAL
@ATTRIBUTE "MFCC Overall Average_9" REAL
@ATTRIBUTE "Partial Based Spectral Centroid Overall Average" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_0" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_1" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_10" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_11" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_12" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_2" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_3" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_4" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_5" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_6" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_7" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_8" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_9" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_0" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_1" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_10" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_11" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_12" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_2" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_3" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_4" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_5" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_6" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_7" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_8" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_9" REAL
@ATTRIBUTE "Strongest Frequency Via FFT Maximum Overall Average" REAL
@ATTRIBUTE genre STRING
@ATTRIBUTE title STRING

@DATA
-91.77,8.675,-0.6937,-1.882,-1.083,0.6935,-3.152,1.471,1.751,0.01439,-0.7654,-0.736,-0.7259,1.638,-91.33,8.604,-0.5718,-1.785,-1.006,0.706,-3.119,1.417,1.794,0.04213,-0.7238,-0.7037,-0.6306,913.3,85.9,?,17.75,?,?,31.08,?,?,?,?,?,?,459.2,'[\'Folk\']',094422.mp3
-106.5,3.367,0.4583,0.2969,-0.006264,5.666,5.329,-2.636,1.247,-0.06836,0.6864,0.8862,0.3635,1.339,-106.0,3.389,0.4378,0.2003,-0.03512,5.637,5.253,-2.689,1.277,-0.02026,0.8071,0.9455,0.3578,1060.0,33.83,?,?,?,56.35,52.51,26.83,12.64,?,?,?,?,184.3,'[\'Folk\']',069765.mp3
-109.1,15.42,-2.519,-0.7231,-0.6571,1.095,1.13,0.8684,0.618,-1.384,0.4083,0.8407,-1.246,0.8345,-109.4,15.74,-2.524,-0.7621,-0.6263,0.891,1.252,0.8496,0.6282,-1.351,0.4979,0.7647,-1.159,1094.0,157.3,25.18,?,?,?,?,?,?,13.34,?,?,?,223.6,'[\'Folk\']',003912.mp3
-116.4,11.73,-0.01538,0.2523,-0.565,4.647,5.466,-0.8533,0.2166,-0.3498,-1.402,1.129,0.8333,0.42,-116.0,11.76,0.04677,0.2613,-0.6101,4.581,5.411,-0.9078,0.1542,-0.5121,-1.491,1.172,0.8643,1160.0,117.6,?,?,?,45.75,54.07,?,?,?,14.76,?,?,169.9,'[\'Folk\']',134979.mp3
-118.6,14.11,-0.2795,-1.401,-0.5925,4.202,0.05969,-0.1984,0.06093,-0.3892,-0.4148,0.1865,-0.8652,1.489,-118.5,13.62,-0.2902,-1.425,-0.659,4.406,0.07994,-0.157,0.01165,-0.4914,-0.4259,0.1528,-0.8638,1185.0,136.0,?,14.16,?,?,?,?,?,?,?,?,?,333.1,'[\'Folk\']',130950.mp3
-120.3,16.86,1.199,-1.544,-2.675,4.701,-0.4097,-1.674,-0.8093,-2.862,-0.588,-1.279,0.6011,0.7954,-120.7,16.89,1.184,-1.568,-2.622,4.746,-0.2463,-1.468,-0.7873,-2.953,-0.6175,-1.251,0.551,1207.0,168.9,?,15.57,26.16,47.36,?,?,?,29.47,?,?,?,297.3,'[\'Folk\']',049848.mp3
-1149.0,-0.01203,-0.001264,-0.00105,0.00076,-0.002155,-5.844e-06,0.002658,-0.00196,-0.002256,0.0008071,0.001076,-0.001503,?,-1150.0,-0.000269,-2.827e-05,-2.348e-05,1.699e-05,-4.819e-05,-1.307e-07,5.944e-05,-4.383e-05,-5.044e-05,1.805e-05,2.407e-05,-3.36e-05,11500.0,3.307e-09,5.362e-10,2.296e-09,8.32e-10,?,7.373e-11,1.27e-09,?,?,?,1.31e-09,1.584e-09,20.62,'[\'Folk\']',072059.mp3
-116.6,9.161,-0.9619,-0.3505,-2.798,1.965,0.8586,-4.993,2.598,1.992,-1.305,-0.6154,2.091,1.519,-116.4,9.084,-0.981,-0.3352,-2.824,1.981,0.8432,-5.007,2.479,1.957,-1.323,-0.6774,2.073,1164.0,90.79,9.677,?,28.19,?,?,50.02,24.7,19.49,13.13,?,20.67,398.3,'[\'Folk\']',091933.mp3
-123.0,12.19,-2.281,0.03668,-0.8687,9.565,-2.809,-1.006,-1.11,0.0001346,0.3221,-0.5251,-1.131,1.032,-123.4,12.5,-2.303,0.04221,-0.8388,9.53,-2.922,-0.781,-1.141,-0.02235,0.3459,-0.5311,-1.236,1234.0,124.9,22.95,?,8.236,95.21,29.05,?,?,?,?,?,12.22,348.5,'[\'Folk\']',091790.mp3
-133.6,14.61,-1.964,-1.062,-1.367,7.454,-0.8,-0.09688,0.1479,0.6575,0.234,-3.04,-3.08,0.5587,-134.4,14.78,-1.908,-1.056,-1.381,7.26,-0.8332,0.1122,0.098,0.6292,0.3281,-3.149,-3.033,1344.0,147.7,18.98,?,13.67,72.4,?,?,?,?,?,?,30.23,266.4,'[\'Folk\']',073169.mp3
-102.6,12.46,-0.4208,-1.724,-0.6086,3.871,0.1619,0.6456,-2.029,0.77,0.3574,-2.205,-0.574,0.8731,-102.1,12.51,-0.4136,-1.751,-0.6051,3.929,0.1551,0.5971,-2.054,0.7904,0.2942,-2.212,-0.556,1021.0,125.1,?,?,?,39.24,?,?,20.47,?,?,22.02,?,236.9,'[\'Folk\']',107578.mp3
-145.5,11.88,-0.6351,-0.8602,-1.04,8.277,3.272,1.717,0.8011,0.7319,-0.07997,-0.496,0.1301,0.6523,-145.4,12.36,-0.7018,-0.8925,-1.136,8.58,3.557,1.965,1.038,1.125,0.1995,-0.3887,0.2632,1454.0,123.5,?,8.778,?,85.72,?,?,?,?,?,?,?,212.9,'[\'Folk\']',000140.mp3
-127.3,19.1,-1.221,-0.6744,-0.8247,5.385,-0.379,-1.837,0.5978,-0.3201,0.4841,0.4882,-0.9381,?,-127.4,19.43,-1.341,-0.6901,-0.7967,5.384,-0.3487,-1.872,0.6876,-0.3807,0.4883,0.5127,-0.9875,1274.0,194.2,?,?,?,53.71,?,18.49,?,?,?,?,?,334.7,'[\'Folk\']',130955.mp3
-116.7,14.03,0.04001,-0.3603,-0.2465,2.902,0.3928,-1.064,0.5945,-0.3085,-0.6263,-1.356,-0.9217,0.8631,-116.7,14.04,-0.03249,-0.4249,-0.2287,3.164,0.4629,-1.017,0.724,-0.1065,-0.5815,-1.321,-0.9286,1167.0,140.3,?,?,?,?,?,?,?,?,?,?,?,307.3,'[\'Folk\']',082893.mp3
-123.3,8.257,1.139,-1.395,-1.155,2.714,1.171,1.211,-0.5567,-1.905,0.7128,-0.0808,-2.119,?,-123.6,8.275,1.143,-1.332,-1.035,2.572,1.108,1.255,-0.5049,-1.892,0.678,-0.1746,-2.203,1236.0,82.61,?,?,?,?,?,?,?,?,?,?,21.9,402.6,'[\'Folk\']',133639.mp3
-135.9,6.079,-1.656,-1.788,-0.9605,-0.6089,-3.3,-2.928,-2.758,0.04742,-1.348,-2.609,-1.865,?,-134.2,6.224,-1.595,-1.775,-0.9995,-0.7049,-3.376,-2.709,-2.635,0.09533,-1.345,-2.653,-1.875,1342.0,62.16,?,17.67,?,?,33.65,?,26.25,?,?,26.45,18.63,457.2,'[\'Folk\']',107583.mp3
-133.4,19.49,-0.1337,-0.4356,-1.16,6.108,4.22,1.016,0.4677,0.4835,-1.097,-0.1771,-1.256,0.3108,-133.3,19.58,-0.131,-0.4653,-1.156,5.96,4.193,1.017,0.5359,0.5591,-1.051,-0.2418,-1.281,1332.0,195.8,?,?,11.47,59.54,41.88,?,?,?,?,?,12.69,187.2,'[\'Folk\']',110171.mp3
-141.5,7.743,-0.6097,-1.515,-0.1217,2.59,4.386,-1.24,-1.908,0.4753,-0.2929,-2.876,-0.3012,1.561,-141.9,7.94,-0.6262,-1.534,-0.009243,2.774,4.461,-1.288,-1.816,0.473,-0.3943,-2.912,-0.3139,1419.0,79.35,?,?,?,?,44.57,?,?,?,?,29.05,?,362.4,'[\'Folk\']',087965.mp3
-127.6,10.61,1.12,-0.2498,1.281,-1.478,0.9427,-0.5453,-1.955,-2.49,0.09971,-0.5024,-0.2594,1.164,-128.7,10.44,1.028,-0.07666,1.394,-1.192,0.8629,-0.8372,-1.933,-2.524,-0.0302,-0.5004,-0.2481,1287.0,?,?,?,?,?,?,?,?,?,?,?,?,555.6,'[\'Folk\']',012066.mp3
-106.7,9.736,0.4095,0.3425,-0.8974,-0.1043,6.377,-1.833,2.233,-1.2,0.9168,0.861,-1.378,?,-106.2,9.604,0.3508,0.3482,-0.8349,-0.03736,6.371,-1.848,2.304,-1.29,0.8019,0.8163,-1.439,1062.0,95.98,?,?,?,?,63.69,?,22.97,?,?,?,?,147.3,'[\'Folk\']',088874.mp3
-107.6,12.71,0.2933,-0.702,-0.9523,4.226,2.934,-0.6074,-1.647,-1.43,0.2562,0.3885,0.07591,?,-106.7,12.69,0.2795,-0.6786,-0.9774,4.08,2.969,-0.6343,-1.573,-1.385,0.2386,0.3706,0.1119,1067.0,126.8,?,?,9.68,40.68,29.62,?,15.64,13.77,?,?,?,146.9,'[\'Folk\']',036333.mp3
-90.63,4.12,-0.2403,-0.2284,-0.3781,0.3729,2.324,1.081,-0.05947,-1.744,-0.8758,-0.9591,-0.9105,2.163,-90.62,3.992,-0.3719,-0.394,-0.4215,0.5747,2.404,1.009,-0.1028,-1.787,-0.7947,-0.8498,-0.8986,906.2,39.78,?,?,?,?,23.89,?,?,17.77,?,?,?,485.2,'[\'Folk\']',091170.mp3
-112.0,9.55,-0.8847,-1.03,-0.4252,2.561,1.529,2.431,2.767,0.3271,1.004,1.611,-0.07371,0.6896,-110.1,9.371,-0.8192,-1.055,-0.4998,2.321,1.56,2.467,2.884,0.258,0.8394,1.7,0.04705,1101.0,93.61,?,?,?,?,?,?,28.78,?,?,?,?,138.4,'[\'Folk\']',088871.mp3
-84.21,0.9091,-1.725,-0.8199,-1.48,1.326,0.8723,0.6012,0.9695,0.7255,0.4619,-1.121,-0.6917,2.992,-84.11,1.062,-1.692,-0.7648,-1.409,1.205,0.9033,0.741,0.9186,0.6484,0.4619,-1.087,-0.7291,841.1,?,16.81,?,13.96,?,?,?,?,?,?,10.69,?,505.1,'[\'Folk\']',090625.mp3
-139.0,6.291,-1.567,-0.812,-1.59,4.616,-0.923,-0.8588,-0.5462,-2.113,-0.9625,-0.7314,-2.384,1.298,-137.0,6.047,-1.631,-0.8634,-1.711,4.651,-0.9743,-0.9449,-0.5371,-2.015,-0.9875,-0.6101,-2.225,1370.0,60.36,?,?,?,46.3,?,?,?,20.01,?,?,22.11,407.0,'[\'Folk\']',091788.mp3
-88.79,7.178,-0.8033,-0.4818,-1.189,-6.121,-1.234,1.09,0.3764,0.2309,-0.06875,-1.097,-0.9364,2.432,-88.21,7.024,-0.7009,-0.355,-1.213,-6.245,-1.124,1.172,0.3345,0.1142,-0.1266,-1.149,-0.7873,882.1,70.19,?,?,?,62.43,?,?,?,?,?,?,?,720.3,'[\'Folk\']',010447.mp3
-104.3,12.41,-0.7649,0.09557,-0.8042,1.706,2.47,0.4556,1.117,-0.02316,-0.2518,-0.06423,-0.594,0.9341,-103.9,12.37,-0.758,0.06977,-0.8038,1.724,2.618,0.538,1.173,0.01141,-0.2395,-0.02202,-0.5881,1039.0,123.7,?,?,?,?,26.09,?,?,?,?,?,?,205.3,'[\'Folk\']',135010.mp3
-94.17,9.777,0.6929,0.6589,-1.303,3.104,0.141,-1.884,0.5108,0.4978,0.2147,0.2107,-0.1753,?,-93.99,9.763,0.7599,0.7301,-1.324,3.308,0.2529,-1.973,0.447,0.4709,0.2754,0.2802,-0.1442,939.9,97.56,?,?,13.15,?,?,?,?,?,?,?,?,175.9,'[\'Folk\']',088864.mp3
-123.1,13.85,-1.935,-0.1453,-2.483,0.4588,0.8759,2.29,0.7413,-2.099,-0.1437,-0.7693,0.3502,1.157,-123.2,13.92,-2.012,-0.07917,-2.489,0.52,0.9664,2.348,0.742,-2.108,-0.1705,-0.706,0.3786,1232.0,139.2,19.98,?,24.84,?,?,23.38,?,21.0,?,?,?,310.7,'[\'Folk\']',115948.mp3
-122.0,15.59,-1.155,-0.8732,-0.1841,0.5599,2.066,-3.942,0.711,1.094,0.8613,1.574,-0.3886,0.8709,-121.7,15.49,-1.172,-0.8115,-0.1727,0.6047,2.113,-3.964,0.6778,1.225,0.9059,1.436,-0.5702,1217.0,154.9,?,?,?,?,?,39.57,?,?,?,?,?,354.8,'[\'Folk\']',116451.mp3
-235.6,11.89,-0.4273,1.265,0.169,-0.407,-0.02376,-1.576,-0.5108,-1.464,-1.801,-1.981,-1.565,?,-246.5,11.5,-0.3917,1.251,0.1623,-0.4526,-0.1346,-1.69,-0.5656,-1.51,-1.826,-1.978,-1.519,2462.0,?,?,?,?,?,?,?,?,15.02,18.19,19.71,15.11,311.8,'[\'Folk\']',107584.mp3
-108.2,12.5,-1.714,-0.3615,-1.003,1.201,4.357,1.204,0.2373,-0.5057,0.6459,-0.353,-0.3338,0.8901,-107.9,12.58,-1.752,-0.4035,-1.057,1.031,4.351,1.257,0.2026,-0.3993,0.7374,-0.376,-0.3516,1079.0,125.7,17.42,?,10.46,?,43.47,?,?,?,?,?,?,206.3,'[\'Folk\']',045518.mp3
-109.1,3.519,-0.3504,-0.08372,-1.149,4.045,-5.81,-2.681,-1.638,-1.729,-4.981,0.07509,-1.639,2.544,-109.1,3.52,-0.3355,-0.1115,-1.168,4.081,-5.809,-2.639,-1.639,-1.756,-4.992,0.09737,-1.599,1091.0,35.11,?,?,11.53,40.76,58.06,26.33,16.32,17.46,49.89,?,15.91,438.4,'[\'Folk\']',068860.mp3
-128.2,9.159,-1.346,-1.14,-1.141,4.869,4.296,-0.01909,2.225,-0.4785,-2.223,-0.8315,-1.227,?,-127.3,9.226,-1.221,-1.148,-1.276,4.986,4.281,0.04181,2.143,-0.6403,-2.279,-0.7877,-1.183,1273.0,92.18,?,?,?,49.78,42.74,?,?,?,22.68,?,?,262.4,'[\'Folk\']',108299.mp3
-86.7,7.989,-0.1907,0.01068,0.05181,-2.604,2.307,0.1285,-0.1881,-0.1006,-0.2372,-1.164,-0.2228,1.967,-86.23,7.937,-0.1995,0.0164,0.04807,-2.651,2.295,0.1021,-0.1665,-0.08465,-0.1779,-1.165,-0.195,862.3,79.3,?,?,?,26.35,22.89,?,?,?,?,11.52,?,529.7,'[\'Folk\']',053586.mp3
-127.6,9.141,0.1263,-0.6099,-1.017,4.155,0.5806,1.125,0.5005,0.4968,0.3839,-0.183,-0.4064,1.02,-126.9,9.059,0.1756,-0.5525,-0.9606,4.096,0.3655,1.018,0.4672,0.5233,0.3554,-0.2395,-0.3594,1269.0,90.37,?,?,?,40.62,?,?,?,?,?,?,?,267.8,'[\'Folk\']',032756.mp3
-113.1,3.344,-0.4466,-0.8079,0.2427,3.583,3.877,-2.221,-2.236,-0.8582,-0.0946,-2.014,-1.227,1.814,-112.4,3.293,-0.3725,-0.6927,0.2473,3.389,3.801,-2.22,-2.181,-0.8282,-0.3649,-2.158,-1.171,1124.0,32.82,?,?,?,?,37.9,?,21.63,?,?,?,?,767.8,'[\'Folk\']',001704.mp3
-96.94,12.5,0.1637,0.05344,-0.184,-0.6434,3.604,-0.8355,-1.313,-0.7643,-0.04118,-1.266,0.1775,1.305,-97.31,12.81,0.2577,0.04893,-0.2828,-0.3672,3.834,-0.8925,-1.467,-0.8572,-0.06551,-1.184,0.3039,973.0,128.1,?,?,?,?,38.21,?,?,?,?,11.72,?,360.3,'[\'Folk\']',012052.mp3
-102.2,14.83,0.6876,-0.3749,0.2046,0.6656,-0.1408,0.5068,1.984,1.429,1.359,-0.8728,-0.7318,1.008,-101.3,14.63,0.6783,-0.4379,0.1541,0.5876,-0.07241,0.5588,2.012,1.456,1.402,-0.8955,-0.7788,1013.0,146.2,?,?,?,?,?,?,20.05,14.43,13.88,?,7.687,194.4,'[\'Folk\']',003908.mp3
-133.0,12.8,-0.8139,0.01085,-2.383,-2.135,1.224,-2.07,-5.017,-6.193,-3.95,-1.227,-3.251,0.621,-133.8,13.15,-0.8832,-0.1054,-2.465,-1.975,1.447,-2.102,-4.953,-6.217,-3.971,-1.276,-3.498,1338.0,131.4,?,?,24.56,?,?,?,49.47,62.14,39.67,?,34.83,394.4,'[\'Folk\']',003270.mp3
-155.4,5.823,-0.4689,-1.474,-1.3,0.697,-3.643,-4.754,0.2524,-3.175,-2.813,-3.181,-0.7312,1.333,-156.0,6.181,-0.6204,-1.668,-1.544,1.085,-3.577,-4.77,0.2363,-3.176,-2.68,-3.162,-0.7986,1560.0,61.48,?,?,?,?,?,?,?,31.54,26.68,?,?,474.3,'[\'Folk\']',120172.mp3
-95.29,6.03,-0.4187,-0.2841,0.1652,-1.368,-0.888,1.624,-1.136,0.6874,1.141,1.341,-0.2836,1.645,-95.42,6.208,-0.3935,-0.3573,0.1422,-1.391,-0.9411,1.784,-1.284,0.5791,1.178,1.446,-0.1617,954.2,61.96,?,?,?,?,?,?,?,?,?,?,?,617.2,'[\'Folk\']',012490.mp3
-109.0,14.87,-0.1479,0.2865,-1.743,-1.499,2.423,-1.88,0.5765,-1.307,-0.02976,-1.262,-2.948,1.083,-109.5,15.05,-0.1462,0.2911,-1.797,-1.446,2.404,-1.828,0.6426,-1.226,0.04157,-1.279,-2.944,1095.0,150.4,?,?,?,?,23.9,18.11,?,?,?,12.64,29.35,307.1,'[\'Folk\']',116455.mp3
-150.2,16.82,0.4435,-0.4828,-0.8376,1.219,-0.05119,-3.509,-2.83,-1.763,-2.336,-0.979,-1.251,0.9577,-150.0,16.96,0.4136,-0.4331,-0.8795,1.215,-0.1029,-3.551,-2.839,-1.793,-2.317,-0.9308,-1.327,1500.0,169.5,?,?,?,?,?,35.45,28.34,17.83,23.1,?,?,333.1,'[\'Folk\']',073174.mp3
-105.9,11.3,-1.296,-0.6689,-0.07976,-1.89,1.127,-2.047,-1.621,-0.9898,-0.8509,-1.1,-0.5869,1.313,-105.8,11.16,-1.338,-0.5902,-0.1331,-1.886,1.193,-1.992,-1.595,-1.156,-0.9997,-1.173,-0.6326,1058.0,111.6,13.32,?,?,?,?,19.86,15.89,?,?,11.62,?,299.4,'[\'Folk\']',012061.mp3
-102.8,5.378,-0.1319,0.8126,0.6544,1.153,3.275,-0.7709,-1.558,-1.165,-1.522,-0.2884,-2.154,1.89,-101.8,5.204,-0.01094,0.9615,0.6611,1.239,3.306,-0.6958,-1.7,-1.278,-1.608,-0.4051,-2.14,1018.0,51.95,?,?,?,?,33.0,?,?,?,?,?,21.29,502.3,'[\'Folk\']',116447.mp3
-145.0,13.91,-0.6589,-2.59,-0.4417,5.56,4.162,1.896,1.736,1.142,-1.478,-1.27,-1.705,?,-146.2,14.05,-0.7062,-2.629,-0.3771,5.609,4.191,1.847,1.768,1.141,-1.416,-1.222,-1.766,1462.0,140.5,?,26.24,?,56.05,41.86,18.38,17.58,11.26,14.02,?,?,199.9,'[\'Folk\']',005158.mp3
-130.4,19.39,-0.7166,-0.6651,-0.0275,6.788,1.452,-1.731,-0.464,0.2051,-0.4981,0.7031,-1.505,?,-132.3,19.61,-0.7065,-0.6668,-0.0515,7.074,1.58,-1.719,-0.3653,0.4119,-0.4621,0.6601,-1.407,1323.0,196.0,?,?,?,70.64,?,?,?,?,?,?,?,223.3,'[\'Folk\']',107594.mp3
-102.3,11.89,-0.3985,-1.764,-1.466,2.633,5.594,-3.807,-0.599,-2.629,-0.9533,-2.234,-2.265,?,-102.1,11.79,-0.4157,-1.744,-1.491,2.673,5.425,-3.801,-0.655,-2.626,-0.9355,-2.308,-2.378,1021.0,117.8,?,?,?,26.59,54.17,37.88,?,26.18,?,?,23.69,281.6,'[\'Folk\']',127192.mp3
-145.8,20.76,-1.831,-1.767,-1.547,8.717,1.561,-3.031,-1.755,-0.2654,-1.643,-2.092,-1.073,0.4592,-145.6,20.67,-1.92,-1.879,-1.61,8.707,1.484,-2.996,-1.771,-0.2854,-1.659,-2.073,-1.08,1456.0,206.7,?,?,?,87.0,?,29.76,17.56,?,?,?,?,279.6,'[\'Folk\']',073172.mp3
-92.08,7.549,0.6616,0.2188,0.08845,0.2081,0.9148,-3.332,1.26,1.237,0.2032,-0.584,-1.512,1.837,-92.33,7.452,0.7173,0.2214,0.1275,0.2721,0.933,-3.399,1.358,1.216,0.2399,-0.543,-1.506,923.3,74.47,?,?,?,?,?,33.93,?,?,?,?,14.93,403.4,'[\'Folk\']',127194.mp3
-116.7,10.87,0.2693,0.4986,0.2717,2.362,1.034,-0.3324,-0.2456,-1.305,-1.921,-0.7729,-0.7837,1.306,-117.4,10.91,0.236,0.366,0.2563,2.308,1.139,-0.2792,-0.1086,-1.288,-2.058,-0.8328,-0.7314,1173.0,109.0,?,?,?,?,?,?,?,?,20.46,?,?,262.6,'[\'Folk\']',062426.mp3
-127.3,18.79,-0.9649,-0.1027,-1.172,0.4808,0.5952,-2.4,1.421,-1.828,0.1659,-1.575,-0.2674,0.9321,-127.3,18.9,-0.902,-0.04745,-1.149,0.5177,0.5653,-2.397,1.317,-1.878,0.1673,-1.576,-0.2071,1273.0,189.0,?,?,?,?,?,23.89,?,?,?,?,?,321.7,'[\'Folk\']',061011.mp3
-115.9,12.11,-0.1962,0.2134,0.6844,6.945,3.097,3.311,-0.2981,0.1724,1.137,-0.7072,-0.6975,?,-115.3,12.09,-0.2153,0.2186,0.7196,6.986,3.098,3.302,-0.3083,0.1772,1.15,-0.765,-0.7972,1153.0,120.8,?,?,?,69.82,30.93,32.97,?,?,?,?,?,157.6,'[\'Folk\']',019707.mp3
-114.9,5.748,-0.3291,0.4574,-1.02,8.334,-0.2719,-1.053,-0.4531,-1.847,1.546,-2.319,1.333,1.497,-113.1,5.506,-0.3293,0.4903,-1.015,8.317,-0.4356,-1.217,-0.4839,-1.901,1.359,-2.343,1.362,1131.0,54.92,?,?,?,82.98,?,?,?,18.79,?,23.32,?,439.0,'[\'Folk\']',087968.mp3
-88.14,6.39,-1.0,1.128,0.2433,-1.723,4.998,0.662,-0.7901,-0.06783,-0.8719,-0.9347,-0.6381,1.877,-87.78,6.297,-1.066,1.115,0.1842,-1.688,5.08,0.5417,-0.7723,-0.01299,-0.8782,-0.948,-0.6244,877.8,62.93,?,11.08,?,16.78,50.77,?,?,?,8.638,9.331,?,192.8,'[\'Folk\']',012513.mp3
-76.37,0.962,-0.1491,0.5351,-0.8186,1.958,3.223,-1.123,0.1574,-0.9233,-0.4204,0.822,-0.8067,?,-76.22,0.9397,-0.1874,0.5097,-0.8581,1.969,3.234,-1.106,0.1473,-0.8699,-0.4388,0.7936,-0.8386,762.2,?,?,?,?,19.61,32.3,10.93,?,8.548,?,7.786,?,167.9,'[\'Folk\']',088879.mp3
-83.88,10.09,-1.678,-0.4522,0.244,-7.37,-2.156,-0.1467,-0.2127,1.342,1.286,-0.1607,-1.323,2.129,-83.88,10.27,-1.717,-0.4842,0.3572,-7.367,-2.209,-0.06013,-0.2096,1.394,1.355,-0.2832,-1.416,838.8,102.6,17.11,?,?,73.64,22.01,?,?,?,13.45,?,?,681.1,'[\'Folk\']',012045.mp3
-133.3,10.29,-2.17,-1.242,-0.3798,-4.205,-7.543,-5.105,-4.211,-3.942,-1.778,-0.3763,0.3334,0.5897,-133.8,10.45,-2.198,-1.215,-0.266,-4.344,-7.477,-4.962,-4.412,-3.927,-1.662,-0.4316,0.3616,1338.0,104.5,21.75,?,?,?,74.71,49.55,44.02,39.19,?,?,?,437.1,'[\'Folk\']',000203.mp3
-99.76,11.91,0.7082,0.3985,-1.09,3.283,2.712,1.263,-1.645,-2.188,-0.3151,0.5359,-0.2998,0.8869,-99.45,11.86,0.7321,0.4676,-1.064,3.251,2.646,1.243,-1.634,-2.223,-0.2814,0.6268,-0.3085,994.5,118.6,?,?,10.54,32.47,26.39,?,16.25,22.17,?,?,?,250.3,'[\'Folk\']',054064.mp3
-110.4,20.77,-0.7787,-1.195,-0.9162,4.613,1.806,1.082,-0.09635,-2.163,-2.513,-0.3397,-0.3994,0.4138,-109.7,20.5,-0.8298,-1.233,-0.9232,4.67,1.635,1.169,-0.2084,-2.176,-2.457,-0.3911,-0.3013,1097.0,205.0,?,?,?,46.61,?,?,?,?,24.5,?,?,251.0,'[\'Folk\']',142519.mp3
-144.8,14.57,0.8083,-2.529,-0.9685,5.499,3.419,2.71,1.833,1.46,-1.095,-1.563,-2.625,0.3492,-145.0,14.74,0.8665,-2.581,-0.9327,5.54,3.462,2.661,1.84,1.447,-1.102,-1.573,-2.672,1450.0,147.3,?,25.76,?,55.36,34.55,26.55,18.29,14.32,?,15.62,26.67,210.2,'[\'Folk\']',005157.mp3
-122.4,3.249,-0.1406,-1.811,-0.78,-4.35,-4.634,-1.291,0.8467,-3.901,-4.293,0.339,2.218,1.32,-121.9,3.031,-0.2477,-1.823,-0.7968,-4.359,-4.61,-1.359,0.8077,-3.812,-4.276,0.3313,2.214,1219.0,?,?,?,?,43.49,46.05,?,?,38.07,42.71,?,22.06,766.9,'[\'Folk\']',010438.mp3
-127.2,12.05,-0.7278,-1.001,-0.1099,5.192,1.297,-3.346,1.331,0.1461,-0.3073,-0.6382,-0.4458,0.8786,-127.0,11.87,-0.701,-0.9942,-0.08939,5.434,1.225,-3.23,1.433,0.2152,-0.2736,-0.5138,-0.4365,1270.0,118.6,?,?,?,54.25,?,32.19,?,?,?,?,?,295.2,'[\'Folk\']',091937.mp3
-140.4,14.03,-1.11,-1.692,-2.206,3.372,2.577,0.0841,-2.811,-1.457,1.291,0.5497,0.8258,0.7416,-140.9,14.09,-1.171,-1.806,-2.331,3.453,2.353,0.02447,-2.79,-1.448,1.374,0.7257,0.8994,1409.0,140.8,?,?,?,?,23.27,?,27.81,?,?,?,?,299.4,'[\'Folk\']',073587.mp3
