@RELATION ./Datasets/MP3/swap.arff

@ATTRIBUTE "MFCC Overall Average_0" REAL
@ATTRIBUTE "MFCC Overall Average_1" REAL
@ATTRIBUTE "MFCC Overall Average_10" REAL
@ATTRIBUTE "MFCC Overall Average_11" REAL
@ATTRIBUTE "MFCC Overall Average_12" REAL
@ATTRIBUTE "MFCC Overall Average_2" REAL
@ATTRIBUTE "MFCC Overall Average_3" REAL
@ATTRIBUTE "MFCC Overall Average_4" REAL
@ATTRIBUTE "MFCC Overall Average_5" REAL
@ATTRIBUTE "MFCC Overall Average_6" REAL
@ATTRIBUTE "MFCC Overall Average_7" REAL
@ATTRIBUTE "MFCC Overall Average_8" REAL
@ATTRIBUTE "MFCC Overall Average_9" REAL
@ATTRIBUTE "Partial Based Spectral Centroid Overall Average" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_0" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_1" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_10" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_11" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_12" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_2" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_3" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_4" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_5" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_6" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_7" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_8" REAL
@ATTRIBUTE "Running Mean of MFCC Overall Average_9" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_0" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_1" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_10" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_11" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_12" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_2" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_3" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_4" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_5" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_6" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_7" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_8" REAL
@ATTRIBUTE "Standard Deviation of MFCC Overall Average_9" REAL
@ATTRIBUTE "Strongest Frequency Via FFT Maximum Overall Average" REAL
@ATTRIBUTE genre STRING
@ATTRIBUTE title STRING

@DATA
-108.4,4.788,-0.8769,-0.02363,-1.116,-2.585,2.432,2.541,-2.135,-3.952,-1.322,-0.0237,-0.8326,2.604,-107.9,4.609,-0.9294,-0.1144,-1.126,-2.534,2.312,2.449,-2.241,-3.956,-1.322,-0.00882,-0.8529,1079.0,46.01,9.177,?,?,25.24,23.03,24.41,22.35,39.52,13.11,?,8.394,631.0,'[\'Folk\']',045514.mp3
-96.22,3.391,3.084,1.227,-2.173,2.042,3.494,0.1585,-3.094,-4.428,0.2062,1.299,-0.941,2.296,-96.02,3.328,3.234,1.283,-2.188,2.091,3.565,0.0239,-3.204,-4.367,0.2407,1.202,-1.017,960.2,33.15,32.29,12.74,21.82,20.81,35.59,?,31.97,43.63,?,?,?,774.4,'[\'Folk\']',045517.mp3
-92.64,8.5,-0.1767,-1.243,-0.8412,2.14,-1.417,-0.1585,1.64,-2.621,-0.4749,3.815,-2.771,1.798,-92.35,8.445,-0.3453,-1.212,-0.7651,2.168,-1.373,-0.1454,1.578,-2.62,-0.3541,3.937,-2.936,923.5,84.44,?,?,?,?,?,?,15.71,26.16,?,39.35,29.32,414.9,'[\'Folk\']',000716.mp3
-101.8,13.89,-3.83,-0.04304,-0.0768,-1.041,-0.2282,0.9253,0.3414,-1.943,-2.248,-1.269,-0.5759,1.207,-100.8,13.73,-3.827,-0.06403,-0.03676,-0.9865,-0.282,1.003,0.2715,-1.972,-2.245,-1.296,-0.602,1008.0,137.3,38.24,?,?,?,?,?,?,19.65,22.4,?,?,338.6,'[\'Folk\']',067764.mp3
-134.9,7.1,-1.458,-0.1405,-2.086,10.76,0.532,-2.831,-0.3456,-2.902,0.858,-2.411,0.1264,1.251,-135.2,7.142,-1.466,-0.09395,-2.083,10.88,0.4612,-2.758,-0.4184,-2.973,1.033,-2.397,0.1111,1352.0,?,?,?,20.69,108.7,?,27.38,?,29.62,?,23.85,?,450.2,'[\'Folk\']',087967.mp3
-126.5,-11.28,-1.779,-0.7349,1.413,-16.45,7.949,-3.287,-0.0835,-3.33,-0.3574,-0.7489,-2.069,2.226,-126.2,-11.3,-1.786,-0.6937,1.389,-16.43,7.905,-3.379,-0.06094,-3.276,-0.3406,-0.7979,-2.079,1262.0,113.0,17.8,?,13.79,164.3,79.02,33.75,?,32.72,?,?,20.73,1420.0,'[\'Folk\']',010382.mp3
-94.49,9.653,-0.3082,0.189,-0.9461,3.017,0.1401,0.514,-0.2251,-1.315,0.5557,0.05036,-0.2407,1.119,-94.07,9.605,-0.3012,0.196,-0.9888,3.043,0.1342,0.4589,-0.2682,-1.328,0.5644,0.02669,-0.2347,940.6,95.96,?,?,9.765,30.27,?,?,?,?,?,?,?,217.5,'[\'Folk\']',023014.mp3
-91.79,4.052,-0.4683,0.5671,-0.008969,1.697,1.976,-0.09052,0.5287,0.5096,0.1879,-0.1941,-0.06304,?,-91.55,4.142,-0.3909,0.5553,-0.07391,1.776,1.969,-0.1019,0.4857,0.3644,0.1906,-0.08302,0.03976,915.4,?,?,?,?,?,?,?,?,?,?,?,?,308.5,'[\'Folk\']',051919.mp3
-112.4,13.93,0.4824,0.1677,0.865,-0.1625,1.42,-0.2167,0.6195,0.8395,-1.966,-1.319,-1.184,1.1,-112.8,13.95,0.3981,0.1029,0.8851,0.2011,1.501,-0.4031,0.7125,0.9793,-2.053,-1.266,-1.28,1128.0,139.4,?,?,?,?,?,?,?,?,20.44,?,?,374.5,'[\'Folk\']',148603.mp3
-80.7,4.732,-1.783,0.09331,0.3972,-4.706,-0.5492,-1.914,0.932,1.221,0.4946,-1.345,-1.616,1.982,-80.58,4.631,-1.786,0.1386,0.4365,-4.723,-0.5216,-1.889,1.003,1.406,0.5217,-1.439,-1.651,805.8,46.25,?,?,?,47.2,?,18.76,?,?,?,?,?,613.0,'[\'Folk\']',053589.mp3
-104.6,9.138,-1.122,-0.4459,-0.6439,3.784,1.442,1.674,0.6084,-0.08667,-0.01803,0.1736,-0.8132,?,-103.3,9.25,-1.069,-0.429,-0.6161,3.927,1.407,1.485,0.6122,-0.1101,0.01995,0.1959,-0.844,1033.0,92.43,?,?,?,39.16,?,?,?,?,?,?,8.306,211.7,'[\'Folk\']',137990.mp3
-119.4,17.5,2.457,-2.85,-2.854,-7.379,-2.832,-2.545,0.1818,-3.961,0.644,-0.01802,3.252,1.074,-118.9,17.55,2.431,-2.862,-2.881,-7.397,-2.815,-2.54,0.148,-3.978,0.6765,0.01317,3.246,1189.0,175.4,24.2,?,28.75,73.95,28.09,25.33,?,39.74,?,?,32.41,478.4,'[\'Folk\']',000715.mp3
-82.96,9.081,-0.5014,-0.3787,-1.276,-5.832,0.8906,0.3649,2.2,0.7138,-0.37,-1.524,-0.8269,2.153,-82.68,9.043,-0.4307,-0.3313,-1.227,-5.929,0.9056,0.5513,2.122,0.8563,-0.429,-1.678,-0.8237,826.8,90.39,?,?,12.2,59.24,?,?,?,?,?,?,?,569.0,'[\'Folk\']',053588.mp3
-89.29,5.4,-0.3483,-1.193,-0.1627,0.7009,1.672,0.1865,0.04186,-2.035,-1.237,-1.136,0.148,?,-87.65,5.212,-0.3755,-1.243,-0.1315,0.7106,1.657,0.1572,-0.00497,-2.059,-1.273,-1.103,0.1752,876.5,52.06,?,?,?,?,16.48,?,?,20.53,12.63,?,?,309.1,'[\'Folk\']',069766.mp3
-99.94,11.29,-0.6719,-1.007,-1.563,4.064,0.4831,3.072,0.2983,-0.9631,-0.6349,0.626,0.4369,0.8625,-99.77,11.35,-0.6643,-0.9982,-1.563,3.934,0.5505,3.092,0.3457,-1.055,-0.6183,0.6963,0.4813,997.6,113.4,?,?,?,39.26,?,30.85,?,?,?,?,?,221.3,'[\'Folk\']',036322.mp3
-110.6,4.645,-0.6107,0.2961,0.06905,1.742,-1.697,-1.761,-2.665,-2.534,-4.014,-1.408,-2.297,1.871,-110.6,4.643,-0.5607,0.3186,0.08907,1.694,-1.779,-1.763,-2.634,-2.592,-4.081,-1.434,-2.346,1106.0,46.36,?,?,?,16.78,17.68,17.52,26.27,25.83,40.76,?,23.33,393.0,'[\'Folk\']',068840.mp3
-105.2,10.73,-1.677,-1.139,-0.6844,4.939,2.265,1.196,-0.5847,-1.152,-1.504,-0.7328,-1.274,0.7739,-105.0,10.97,-1.631,-1.096,-0.582,4.852,2.368,1.081,-0.5466,-1.217,-1.7,-0.8116,-1.217,1050.0,109.7,?,?,?,48.47,?,?,?,12.03,?,?,12.0,259.3,'[\'Folk\']',110440.mp3
-101.6,4.675,-0.4727,-0.2205,-1.206,2.855,0.4617,-0.2049,0.96,0.5708,-0.1668,1.264,0.1539,2.479,-100.1,4.576,-0.3856,-0.2617,-1.137,2.78,0.3447,-0.323,0.8182,0.5811,-0.1747,1.237,0.07851,1001.0,45.68,?,?,11.27,27.58,?,?,?,?,?,12.25,?,330.9,'[\'Folk\']',000200.mp3
-111.0,10.16,-0.8479,-1.414,-1.171,2.194,2.815,1.043,0.523,-0.1301,0.1535,-1.086,-1.675,1.051,-111.7,10.33,-0.8229,-1.345,-1.254,2.378,2.865,1.199,0.6139,-0.1697,0.116,-1.059,-1.766,1117.0,103.3,?,?,?,?,28.58,?,?,?,?,?,17.55,257.5,'[\'Folk\']',051333.mp3
-87.35,5.338,-3.024,0.3084,0.7037,-2.874,1.654,1.647,-1.4,-1.957,-2.39,-1.307,-1.592,2.24,-87.29,5.353,-3.047,0.2163,0.7347,-3.059,1.771,1.789,-1.523,-1.98,-2.444,-1.308,-1.549,872.8,53.39,30.43,?,?,30.39,?,?,15.02,19.72,24.39,12.97,15.38,668.4,'[\'Folk\']',012514.mp3
-121.5,23.8,0.6022,0.01428,1.445,0.7683,2.186,-3.116,-2.075,-0.3279,-1.514,1.429,-0.1043,0.6247,-120.9,23.79,0.5807,0.08618,1.528,0.6349,2.223,-3.045,-2.108,-0.3492,-1.567,1.342,-0.1748,1209.0,237.9,?,?,?,?,22.14,30.38,20.99,?,15.53,?,?,250.9,'[\'Folk\']',107592.mp3
-120.3,15.46,-0.08187,-0.161,-1.233,5.541,1.942,-2.104,1.335,1.605,1.593,-0.6123,0.3744,0.628,-120.0,15.37,-0.05225,-0.1186,-1.11,5.528,1.956,-2.054,1.363,1.653,1.563,-0.6637,0.4098,1200.0,153.7,?,?,?,55.22,19.42,20.41,13.49,?,?,?,?,169.5,'[\'Folk\']',061012.mp3
-104.6,9.334,-0.5932,-2.018,-0.5289,6.254,-1.861,-0.5961,1.281,0.7034,0.3973,-0.8274,0.422,1.466,-103.8,9.165,-0.5875,-2.056,-0.5534,6.127,-1.898,-0.5606,1.207,0.685,0.3046,-0.8121,0.5245,1038.0,91.57,?,20.42,?,61.17,18.81,?,?,?,?,?,?,300.5,'[\'Folk\']',085968.mp3
-125.9,8.116,-1.793,-2.043,-1.62,2.893,1.498,3.49,1.148,-0.7986,0.4781,0.2075,-1.28,1.428,-127.6,8.221,-1.776,-2.011,-1.632,3.165,1.4,3.385,1.149,-0.8944,0.5401,0.2573,-1.334,1276.0,82.03,17.67,20.03,16.24,?,?,33.77,?,?,?,?,13.21,344.6,'[\'Folk\']',115930.mp3
-110.9,15.41,-1.553,0.1619,0.3889,0.6706,0.8143,3.217,1.31,-1.149,-0.3703,-0.4571,-1.165,0.8248,-111.3,15.48,-1.465,0.1569,0.3637,0.574,0.6809,3.195,1.417,-1.184,-0.3832,-0.4777,-1.147,1113.0,154.8,?,?,?,?,?,31.88,?,?,?,?,11.34,301.3,'[\'Folk\']',067766.mp3
-165.1,23.94,-0.7796,-0.5082,-1.494,-0.7083,-1.159,-0.398,1.861,-2.214,-0.8071,-0.57,-1.421,0.6882,-163.5,24.8,-0.9294,-0.55,-1.432,-0.7345,-1.17,-0.5512,1.943,-2.173,-0.8536,-0.674,-1.759,1635.0,247.9,?,?,?,?,?,?,?,?,?,?,?,308.7,'[\'Folk\']',061007.mp3
-103.8,6.567,1.318,-0.526,-0.7516,4.407,5.119,0.8423,-0.5541,-0.3545,3.39,-1.513,-1.847,1.192,-104.0,6.524,1.348,-0.4398,-0.8154,4.452,5.06,0.8287,-0.5409,-0.3048,3.311,-1.594,-1.919,1040.0,65.1,?,?,?,44.44,50.56,?,?,?,?,?,19.09,418.5,'[\'Folk\']',116449.mp3
-111.5,14.73,0.03981,-1.63,-2.055,-2.294,2.924,-2.254,-1.106,-1.41,-1.03,-0.4694,-0.2883,1.161,-110.9,14.78,0.1144,-1.518,-2.041,-2.443,2.996,-2.041,-0.9161,-1.335,-1.082,-0.3993,-0.2122,1109.0,147.7,?,?,?,24.15,29.83,?,?,?,?,?,?,462.9,'[\'Folk\']',127267.mp3
-88.22,4.29,-1.441,-0.5148,-0.2767,-6.33,-0.7532,-1.196,-1.804,-1.686,0.08283,-0.6651,-0.02739,2.526,-87.94,4.194,-1.499,-0.5577,-0.2702,-6.363,-0.6959,-1.2,-1.87,-1.721,0.08347,-0.6539,-0.04108,879.4,41.76,?,?,?,63.58,?,?,?,?,?,?,?,867.6,'[\'Folk\']',040231.mp3
-117.0,11.66,-2.129,-0.1295,-0.8241,0.2015,2.853,1.195,-1.336,-0.2705,1.116,1.016,-1.329,?,-116.2,12.35,-2.072,-0.1693,-0.9404,0.3495,2.815,0.8791,-1.735,-0.5264,0.9479,0.8883,-1.173,1162.0,123.4,?,?,?,?,28.04,?,?,?,?,?,?,270.7,'[\'Folk\']',040238.mp3
-137.4,7.931,0.3422,-0.02633,-0.3613,1.208,-3.574,-3.635,-2.161,-2.493,-1.42,-2.129,-0.171,1.583,-137.1,7.889,0.2451,-0.1079,-0.411,1.156,-3.635,-3.721,-2.204,-2.456,-1.415,-2.06,-0.07818,1371.0,78.79,?,?,?,11.26,36.3,37.14,21.96,24.49,?,20.47,?,442.3,'[\'Folk\']',072565.mp3
-95.96,9.797,0.8352,0.8161,-1.426,3.333,0.3415,-1.909,0.5661,0.5834,0.1292,0.1081,-0.1042,1.205,-95.72,9.785,0.8793,0.8628,-1.442,3.518,0.4106,-1.982,0.4833,0.601,0.2331,0.174,-0.08765,957.2,97.77,?,?,14.34,35.06,?,?,?,?,?,?,?,150.9,'[\'Folk\']',088877.mp3
-93.6,9.365,-1.203,-0.06279,0.2213,3.371,2.188,1.179,-1.234,-0.2812,-0.4148,0.4593,-0.9787,0.9514,-93.1,9.306,-1.264,-0.04075,0.2874,3.386,2.232,1.202,-1.27,-0.2294,-0.4106,0.4408,-0.999,931.0,93.04,12.55,?,?,33.81,22.25,11.91,12.57,?,?,?,9.866,230.5,'[\'Folk\']',054063.mp3
-115.5,18.53,-0.4449,-0.1068,-0.4772,2.345,1.459,-0.04953,1.096,-0.4523,-0.2363,-0.4581,-1.872,0.7056,-116.1,18.8,-0.4222,-0.1124,-0.4945,2.389,1.563,-0.04519,1.189,-0.4192,-0.2105,-0.4199,-1.905,1161.0,188.0,?,?,?,?,?,?,?,?,?,?,?,226.0,'[\'Folk\']',107569.mp3
-119.0,10.24,-0.5358,-0.7787,0.7588,1.176,1.068,1.211,-0.4382,-0.3777,0.9159,-1.512,-1.88,1.541,-117.3,10.09,-0.3581,-0.7114,0.7972,1.028,0.9214,1.217,-0.5029,-0.3352,0.9564,-1.664,-1.882,1173.0,100.9,?,?,?,?,?,?,?,?,?,?,?,338.2,'[\'Folk\']',127066.mp3
-111.9,9.519,-1.229,-0.9211,-0.4623,3.902,2.192,1.895,1.186,0.25,-0.7904,-1.322,-2.731,0.8437,-111.6,9.48,-1.322,-0.9379,-0.4987,3.882,2.154,1.832,1.236,0.2223,-0.7949,-1.264,-2.827,1116.0,94.76,?,?,?,38.67,21.44,?,12.18,?,?,12.42,28.19,289.7,'[\'Folk\']',126778.mp3
-102.2,6.673,3.028,-2.333,1.334,-7.761,-4.616,1.382,-1.73,-0.9107,-1.062,1.043,0.1438,2.537,-101.9,7.0,3.06,-2.309,1.3,-7.68,-4.606,1.24,-1.744,-0.9673,-1.103,1.042,0.1578,1019.0,69.93,30.56,23.05,12.9,76.77,46.03,?,?,?,?,10.27,?,735.0,'[\'Folk\']',107593.mp3
-104.5,15.17,-1.641,-3.03,-2.846,-0.4898,0.8888,0.1545,0.4897,-1.141,-0.318,0.04647,1.551,?,-103.8,14.96,-1.66,-3.094,-2.836,-0.6365,0.8603,0.2246,0.4743,-1.17,-0.3512,0.05503,1.604,1038.0,149.6,16.52,30.89,28.32,?,?,?,?,?,?,?,?,309.2,'[\'Folk\']',040243.mp3
-104.5,3.865,-0.7723,-1.668,-1.701,3.932,-5.667,-3.494,-2.84,-2.539,-3.427,2.141,-0.9055,2.425,-104.2,3.878,-0.806,-1.676,-1.763,4.04,-5.507,-3.446,-2.796,-2.534,-3.466,2.111,-0.9412,1042.0,38.71,?,16.68,?,40.35,55.02,34.4,27.89,25.27,34.6,21.02,?,466.5,'[\'Folk\']',068854.mp3
-121.5,9.598,-0.6239,-0.5051,-1.077,5.866,-2.471,0.0805,-2.553,-1.777,0.9875,-2.7,-0.9918,1.221,-121.3,9.6,-0.5251,-0.4939,-1.089,5.813,-2.458,0.04579,-2.672,-1.833,1.076,-2.648,-0.9203,1213.0,95.85,?,?,?,57.99,24.47,?,26.64,18.17,?,26.41,?,376.8,'[\'Folk\']',000540.mp3
-128.6,10.24,-0.9463,-2.398,-1.077,4.17,2.312,1.844,0.6686,1.698,0.5328,-0.3844,-1.329,1.17,-129.3,10.56,-0.9184,-2.469,-1.06,4.105,2.366,1.831,0.752,1.631,0.5042,-0.3827,-1.323,1292.0,105.5,?,?,?,?,?,?,?,?,?,?,?,356.4,'[\'Folk\']',003598.mp3
-98.08,8.59,0.0226,-0.2171,-0.945,-0.2718,1.947,1.82,1.349,-0.6299,-0.9166,-1.392,-0.4375,?,-97.07,8.628,-0.009345,-0.2606,-0.9103,-0.2483,1.944,1.811,1.294,-0.6252,-0.9136,-1.403,-0.4706,970.7,86.21,?,?,?,?,19.35,17.98,12.8,?,?,13.94,?,293.3,'[\'Folk\']',010441.mp3
-102.6,8.358,-0.4553,-0.4566,-0.3727,1.187,0.9825,-0.7446,-0.2368,0.2465,-1.476,-0.03553,-0.5743,1.604,-102.2,8.322,-0.4515,-0.4337,-0.3469,1.196,1.076,-0.6634,-0.3345,0.09383,-1.568,-0.06073,-0.4939,1022.0,83.18,?,?,?,?,?,?,?,?,?,?,?,308.3,'[\'Folk\']',006463.mp3
-90.94,7.021,-1.965,-0.426,-1.529,5.943,3.86,1.9,0.4087,-0.8771,-0.5521,-0.04668,-0.789,?,-90.69,6.958,-1.989,-0.4224,-1.53,5.978,3.846,1.94,0.3681,-0.8501,-0.4705,-0.0849,-0.7785,906.9,69.53,19.83,?,15.22,59.71,38.42,?,?,?,?,?,?,122.3,'[\'Instrumental\']',122624.mp3
-139.6,18.11,-1.246,-0.0917,0.6166,-5.681,-2.301,-1.776,1.814,-1.389,-0.4514,-1.456,0.2409,1.17,-138.4,17.94,-1.47,-0.2758,0.4989,-5.78,-2.418,-1.871,1.817,-1.539,-0.1683,-1.313,0.2974,1384.0,179.4,?,?,?,57.71,24.03,?,?,?,?,?,?,500.1,'[\'Instrumental\']',114536.mp3
-164.4,17.89,-1.404,-0.6538,-1.287,2.933,0.7672,-3.495,-0.2141,-2.704,-2.604,-2.904,-2.112,0.3031,-164.8,18.26,-1.474,-0.7894,-1.481,2.78,0.7553,-3.419,0.03603,-2.564,-2.479,-2.885,-2.031,1648.0,182.6,?,?,?,?,?,?,?,?,?,28.79,?,357.9,'[\'Instrumental\']',125618.mp3
-178.5,17.71,0.788,-0.1144,-2.475,-1.364,-15.72,-8.083,-0.2925,-0.02444,-1.977,-3.851,-1.374,0.2255,-175.2,17.8,0.4903,-0.2938,-2.798,-1.293,-16.24,-8.097,-0.1302,0.2625,-1.689,-3.897,-1.475,1752.0,177.9,?,?,?,?,162.2,80.77,?,?,?,?,?,573.3,'[\'Instrumental\']',114232.mp3
-143.7,25.42,-2.406,-0.7447,0.1219,-1.005,-0.9214,-2.766,-1.604,-0.2544,1.544,0.06172,-1.037,0.6868,-144.8,26.25,-2.287,-0.6728,0.1055,-1.058,-0.8335,-2.797,-1.601,-0.4207,1.493,0.03309,-0.9913,1448.0,262.5,?,?,?,?,?,27.83,?,?,?,?,?,335.0,'[\'Instrumental\']',126220.mp3
-141.3,9.858,1.422,1.242,0.9384,-1.642,-6.805,-3.653,1.189,1.684,-1.646,-1.34,-2.827,0.9213,-141.0,9.947,1.358,1.065,0.7485,-1.666,-7.068,-3.79,1.12,1.558,-1.768,-1.316,-2.75,1410.0,99.35,?,?,?,?,70.58,37.76,?,?,?,?,27.38,610.3,'[\'Instrumental\']',117612.mp3
-97.65,11.16,-0.6508,-0.7238,1.312,-1.456,3.323,-3.184,-0.01188,-0.436,0.0002483,-0.6416,-0.7739,1.752,-97.24,11.09,-0.6199,-0.7277,1.283,-1.442,3.218,-3.201,0.006694,-0.5164,-0.01218,-0.5957,-0.8135,972.4,110.9,6.056,7.175,12.73,14.33,32.13,31.97,?,?,?,?,?,268.5,'[\'Instrumental\']',014584.mp3
-95.98,5.452,-0.4551,-0.05033,-0.528,-0.8216,-1.922,0.7068,-0.01867,1.179,-0.2896,0.008246,-0.4115,3.1,-95.56,5.388,-0.494,-0.03176,-0.4391,-0.8654,-1.816,0.7298,0.005677,1.156,-0.396,0.1042,-0.4844,955.6,53.85,?,?,?,?,18.06,?,?,11.41,?,?,?,327.1,'[\'Instrumental\']',133441.mp3
-120.9,16.76,-0.3198,-0.5138,-0.7775,-1.903,0.6143,-2.179,0.668,-0.3955,0.01412,-0.1003,-0.4119,1.012,-120.6,16.72,-0.3055,-0.4352,-0.6752,-1.952,0.561,-2.23,0.6417,-0.4825,-0.02712,-0.1543,-0.5493,1206.0,167.2,?,?,?,?,?,22.24,?,?,?,?,?,251.3,'[\'Instrumental\']',116760.mp3
-121.8,15.14,-1.095,-0.8672,-0.07047,3.551,3.389,-3.079,1.085,-1.488,-0.6444,0.5161,-1.692,1.012,-122.1,15.3,-1.234,-0.9234,0.03709,3.631,3.236,-3.242,1.015,-1.353,-0.4956,0.6435,-1.714,1221.0,152.9,?,?,?,?,?,?,?,?,?,?,16.99,263.2,'[\'Instrumental\']',125826.mp3
-103.5,10.62,-0.2746,-0.7306,-2.007,-1.529,3.755,-0.2399,-2.611,1.935,-2.39,-1.057,0.873,1.945,-103.2,10.7,-0.332,-0.6944,-1.984,-1.705,3.723,-0.08051,-2.46,1.906,-2.562,-0.9679,0.9364,1032.0,107.0,?,?,19.8,?,37.18,?,24.52,?,?,?,?,405.0,'[\'Instrumental\']',133442.mp3
-145.2,20.61,0.5963,0.2838,0.9671,6.571,-0.3417,-2.324,-1.92,-1.031,-0.9438,-0.2174,0.3408,0.6075,-145.2,20.52,0.6504,0.4067,1.035,6.434,-0.3907,-2.292,-1.807,-0.9664,-0.9698,-0.3302,0.3036,1452.0,205.1,?,?,?,64.21,?,22.79,?,?,?,?,?,307.2,'[\'Instrumental\']',130930.mp3
-142.1,23.63,-0.2342,-0.6975,-0.7464,-0.9498,-0.1422,1.474,-1.62,-1.506,-0.07252,2.022,1.51,1.235,-141.3,23.49,-0.2186,-0.5123,-0.7699,-1.245,0.09296,1.549,-2.001,-1.456,0.08866,2.15,1.422,1413.0,234.8,?,?,?,?,?,?,?,?,?,?,?,277.7,'[\'Instrumental\']',120776.mp3
-174.8,20.73,-1.283,-1.486,-1.089,4.4,5.022,0.3077,0.3552,0.9452,-0.6159,-1.267,-1.423,0.4729,-176.6,20.81,-1.376,-1.487,-1.01,4.754,5.252,0.6199,0.3136,0.8598,-0.6914,-1.334,-1.497,1766.0,207.9,?,14.72,?,?,52.44,?,?,?,?,?,?,240.1,'[\'Instrumental\']',129188.mp3
-114.6,13.13,-0.01347,-0.1853,-0.6761,2.291,4.312,-0.4794,0.6767,1.47,0.8703,1.193,-0.4324,1.468,-114.3,13.56,-0.07871,-0.3031,-0.4612,2.042,4.27,-0.56,0.5083,1.365,0.8481,1.218,-0.2952,1143.0,135.4,?,?,?,?,?,?,?,?,?,?,?,252.3,'[\'Instrumental\']',127498.mp3
-171.7,32.96,-0.4296,-1.048,-1.693,9.446,1.446,1.963,0.5408,-0.6161,0.3572,-0.003767,-0.5107,0.1831,-171.3,33.16,-0.4164,-1.112,-1.801,9.66,1.071,1.75,0.699,-0.5686,0.3911,-0.02386,-0.5246,1713.0,331.6,?,?,?,96.5,?,?,?,?,?,?,?,191.2,'[\'Instrumental\']',131327.mp3
-157.0,25.54,-0.6696,-0.4673,-0.1625,5.458,2.699,0.1502,0.006689,-2.205,-2.772,-3.529,-1.807,0.3792,-155.3,25.4,-0.5903,-0.4779,-0.2175,5.411,2.808,0.01607,-0.01909,-2.26,-2.901,-3.713,-1.796,1553.0,253.9,?,?,?,?,?,?,?,?,28.94,37.07,?,227.7,'[\'Instrumental\']',115472.mp3
-102.1,5.705,-0.0202,-0.9674,-1.192,-1.026,-0.1091,-0.8623,-1.531,-1.245,-0.105,0.2345,0.06639,2.638,-100.8,5.708,0.009039,-0.9025,-1.116,-1.138,-0.1549,-0.8604,-1.478,-1.245,-0.1429,0.2465,0.05739,1008.0,56.92,?,?,?,?,?,?,?,12.33,?,?,?,371.2,'[\'Instrumental\']',014572.mp3
-174.1,13.71,-0.7542,0.2322,0.7013,-1.668,1.167,-0.183,2.351,0.245,1.017,1.236,1.658,0.8325,-175.7,14.01,-0.7469,0.2469,0.7431,-1.532,1.204,0.05382,2.423,0.2201,0.9736,1.038,1.518,1757.0,140.1,?,?,?,?,?,?,24.12,?,?,?,?,358.1,'[\'Instrumental\']',125612.mp3
-95.88,11.58,-1.283,-2.086,-1.363,-1.056,-0.2986,2.702,1.616,-1.919,-2.366,-1.279,0.3843,?,-95.69,11.58,-1.383,-2.015,-1.384,-1.094,-0.2918,2.641,1.561,-1.811,-2.407,-1.137,0.3054,956.9,115.8,?,?,?,?,?,?,?,?,24.01,?,?,331.9,'[\'Instrumental\']',133432.mp3
-85.93,-1.212,-0.1709,0.06457,-0.4412,7.02,0.7185,0.02373,2.415,0.9923,1.607,0.07961,0.2465,3.04,-85.8,-1.247,-0.1922,0.06406,-0.4038,7.132,0.6801,-0.01345,2.455,1.045,1.685,0.1032,0.2438,858.0,?,?,?,?,71.3,?,?,24.45,?,16.77,?,?,182.1,'[\'Instrumental\']',126183.mp3
-160.4,30.78,0.3758,-0.4423,-0.02045,6.484,2.753,-1.298,-1.101,-1.243,-0.6412,0.3863,0.8182,0.2845,-161.6,30.84,0.5384,-0.5466,0.02487,6.868,2.815,-1.355,-1.136,-1.321,-0.8496,0.3049,1.008,1616.0,308.3,?,?,?,68.58,28.03,?,?,?,?,?,?,223.6,'[\'Instrumental\']',115470.mp3
-143.4,20.68,-0.798,-0.1007,1.028,2.32,0.7427,-0.7663,0.5338,-1.628,-1.065,-1.995,-1.244,?,-142.4,20.86,-0.804,-0.03285,1.07,2.421,0.6822,-0.7659,0.5353,-1.65,-1.092,-2.057,-1.309,1424.0,208.5,?,?,?,?,?,?,?,?,?,20.47,12.84,280.3,'[\'Instrumental\']',126215.mp3
