@RELATION ./Datasets/MP3/nominalcontrol.arff

@ATTRIBUTE "Area Method of Moments Overall Average_0" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_1" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_2" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_3" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_4" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_5" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_6" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_7" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_8" REAL
@ATTRIBUTE "Area Method of Moments Overall Average_9" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_0" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_1" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_2" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_3" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_4" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_5" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_6" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_7" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_8" REAL
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation_9" REAL
@ATTRIBUTE "Beat Sum Overall Average" REAL
@ATTRIBUTE "Beat Sum Overall Standard Deviation" REAL
@ATTRIBUTE "Compactness Overall Average" REAL
@ATTRIBUTE "Compactness Overall Standard Deviation" REAL
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Average" REAL
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Standard Deviation" REAL
@ATTRIBUTE "LPC Overall Average_0" REAL
@ATTRIBUTE "LPC Overall Average_1" REAL
@ATTRIBUTE "LPC Overall Average_2" REAL
@ATTRIBUTE "LPC Overall Average_3" REAL
@ATTRIBUTE "LPC Overall Average_4" REAL
@ATTRIBUTE "LPC Overall Average_5" REAL
@ATTRIBUTE "LPC Overall Average_6" REAL
@ATTRIBUTE "LPC Overall Average_7" REAL
@ATTRIBUTE "LPC Overall Average_8" REAL
@ATTRIBUTE "LPC Overall Average_9" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_0" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_1" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_2" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_3" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_4" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_5" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_6" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_7" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_8" REAL
@ATTRIBUTE "LPC Overall Standard Deviation_9" REAL
@ATTRIBUTE "MFCC Overall Average_0" REAL
@ATTRIBUTE "MFCC Overall Average_1" REAL
@ATTRIBUTE "MFCC Overall Average_10" REAL
@ATTRIBUTE "MFCC Overall Average_11" REAL
@ATTRIBUTE "MFCC Overall Average_12" REAL
@ATTRIBUTE "MFCC Overall Average_2" REAL
@ATTRIBUTE "MFCC Overall Average_3" REAL
@ATTRIBUTE "MFCC Overall Average_4" REAL
@ATTRIBUTE "MFCC Overall Average_5" REAL
@ATTRIBUTE "MFCC Overall Average_6" REAL
@ATTRIBUTE "MFCC Overall Average_7" REAL
@ATTRIBUTE "MFCC Overall Average_8" REAL
@ATTRIBUTE "MFCC Overall Average_9" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_0" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_1" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_10" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_11" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_12" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_2" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_3" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_4" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_5" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_6" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_7" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_8" REAL
@ATTRIBUTE "MFCC Overall Standard Deviation_9" REAL
@ATTRIBUTE "Method of Moments Overall Average_0" REAL
@ATTRIBUTE "Method of Moments Overall Average_1" REAL
@ATTRIBUTE "Method of Moments Overall Average_2" REAL
@ATTRIBUTE "Method of Moments Overall Average_3" REAL
@ATTRIBUTE "Method of Moments Overall Average_4" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_0" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_1" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_2" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_3" REAL
@ATTRIBUTE "Method of Moments Overall Standard Deviation_4" REAL
@ATTRIBUTE "Peak Based Spectral Smoothness Overall Average" REAL
@ATTRIBUTE "Peak Based Spectral Smoothness Overall Standard Deviation" REAL
@ATTRIBUTE "Relative Difference Function Overall Average" REAL
@ATTRIBUTE "Relative Difference Function Overall Standard Deviation" REAL
@ATTRIBUTE "Root Mean Square Overall Average" REAL
@ATTRIBUTE "Root Mean Square Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Centroid Overall Average" REAL
@ATTRIBUTE "Spectral Centroid Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Flux Overall Average" REAL
@ATTRIBUTE "Spectral Flux Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Rolloff Point Overall Average" REAL
@ATTRIBUTE "Spectral Rolloff Point Overall Standard Deviation" REAL
@ATTRIBUTE "Spectral Variability Overall Average" REAL
@ATTRIBUTE "Spectral Variability Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Beat Overall Average" REAL
@ATTRIBUTE "Strongest Beat Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Frequency Via FFT Maximum Overall Average" REAL
@ATTRIBUTE "Strongest Frequency Via FFT Maximum Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Frequency Via Spectral Centroid Overall Average" REAL
@ATTRIBUTE "Strongest Frequency Via Spectral Centroid Overall Standard Deviation" REAL
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Average" REAL
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Standard Deviation" REAL
@ATTRIBUTE "Zero Crossings Overall Average" REAL
@ATTRIBUTE "Zero Crossings Overall Standard Deviation" REAL
@ATTRIBUTE genre {Hip-Hop, Pop, Soundtrack, Instrumental, Folk}
@ATTRIBUTE title STRING

@DATA
6.469,3208000.0,36430000.0,-10290000000000.0,-116900000000000.0,-1327000000000000.0,6.604e+19,1052000000000000.0,1.195e+16,9.667e+22,1.655,1163.0,14970.0,7460000000.0,90370000000.0,1090000000000.0,7.18e+16,816000000000.0,9844000000000.0,1.192e+20,1852.0,59.89,1787.0,232.8,0.6396,0.03754,-0.9171,0.1464,0.2962,-0.03433,-0.1377,-0.1688,0.0009807,-0.05766,0.0006506,0.0,0.06678,0.2746,0.1416,0.2103,0.1657,0.1247,0.1136,0.1175,0.1022,0.0,-98.89,8.073,2.159,-0.4046,-2.445,1.739,1.472,-1.61,-3.947,-1.311,2.542,-1.552,-2.27,13.89,4.04,2.861,1.45,1.538,2.793,2.645,2.329,2.398,2.024,2.101,2.68,2.306,0.6459,57.38,4902.0,488200.0,94560000.0,0.3734,16.68,1182.0,92500.0,16430000.0,60.67,37.03,-3.897,1.794,0.2683,0.1619,20.31,12.13,0.01163,0.02612,0.1297,0.08254,0.006711,0.004371,178.6,2.304e-12,374.7,486.6,634.6,379.1,940.6,403.4,60.2,25.82,Hip-Hop,016880.mp3
7.475,18420000.0,212200000.0,-339300000000000.0,-3910000000000000.0,-4.505e+16,1.25e+22,3.52e+16,4.056e+17,1.912e+25,2.138,1206.0,13500.0,44450000000.0,504700000000.0,5732000000000.0,2.456e+18,4545000000000.0,51620000000000.0,3.65e+21,2067.0,517.0,1574.0,183.6,0.5133,0.0438,-0.9228,0.5021,-0.2919,0.01194,0.1099,0.09288,-0.01575,0.005372,0.07002,0.0,0.06417,0.2436,0.2936,0.1964,0.2004,0.1723,0.1426,0.1372,0.139,0.0,-89.17,3.506,-1.248,0.4194,-0.6568,-0.1901,-0.6094,-3.46,1.486,-1.281,0.464,-2.144,-0.4019,16.18,4.626,2.236,2.362,2.151,3.379,3.492,3.359,2.637,2.483,2.132,2.065,2.069,0.7452,48.59,2896.0,249200.0,46090000.0,0.3413,13.36,1172.0,101100.0,19700000.0,72.16,40.36,-3.315,1.215,0.2745,0.1141,20.31,10.01,0.008656,0.007772,0.1439,0.1003,0.006767,0.002983,203.0,13.84,333.8,302.6,634.7,312.9,825.3,347.9,52.82,22.27,Hip-Hop,100480.mp3
4.244,31480000.0,353000000.0,-991100000000000.0,-1.111e+16,-1.246e+17,6.24e+22,1e+17,1.122e+18,8.794e+25,1.109,1199.0,15350.0,75520000000.0,906700000000.0,10840000000000.0,7.132e+18,8171000000000.0,97670000000000.0,1.148e+22,935.4,143.7,1555.0,209.6,0.6228,0.08331,-0.9499,0.03412,-0.1861,0.02691,0.05862,0.03312,0.008766,0.04154,0.01329,0.0,0.07343,0.3296,0.1959,0.1529,0.1316,0.1157,0.104,0.1154,0.09745,0.0,-115.8,2.395,-0.4779,-0.01613,-0.4417,2.643,-1.892,-0.7346,0.6838,0.9492,0.4446,0.3818,-0.01164,25.4,4.401,1.363,1.508,1.206,4.459,2.795,2.747,2.022,2.167,1.587,1.658,1.598,0.4239,50.61,4253.0,358800.0,71400000.0,0.2526,21.43,1639.0,123000.0,22530000.0,24.79,31.66,-4.224,1.426,0.1897,0.05135,10.2,11.21,0.002343,0.003015,0.06163,0.09563,0.004821,0.00137,213.6,19.6,107.2,235.6,318.8,350.4,496.1,447.8,31.75,28.66,Hip-Hop,145727.mp3
7.199,10330000.0,118700000.0,-106800000000000.0,-1227000000000000.0,-1.41e+16,2.208e+21,1.105e+16,1.27e+17,3.348e+24,1.307,1206.0,17610.0,24930000000.0,325200000000.0,4181000000000.0,7.729e+17,2923000000000.0,37590000000000.0,1.489e+21,1813.0,192.6,1563.0,191.6,0.5772,0.04099,-0.8859,0.103,-0.1265,0.03734,0.02893,-0.0001007,0.01171,0.03247,0.02137,0.0,0.1422,0.3201,0.2063,0.171,0.1382,0.1394,0.158,0.1419,0.1013,0.0,-92.94,2.453,-1.24,-1.681,-1.368,1.843,-0.6574,0.5304,0.2891,0.7605,0.2039,-0.3079,-0.7259,12.45,4.523,2.076,1.857,1.916,4.952,2.958,2.941,2.277,2.244,2.152,2.127,2.266,0.719,64.77,4633.0,322200.0,68470000.0,0.2391,20.16,1372.0,118600.0,18490000.0,58.19,57.58,-3.368,1.302,0.2595,0.09918,22.04,19.16,0.007924,0.008505,0.1515,0.1682,0.006342,0.002893,197.4,2.105e-12,262.4,483.0,688.7,598.9,956.3,621.5,61.2,39.77,Hip-Hop,058207.mp3
2.177,2481000.0,28060000.0,-6154000000000.0,-69610000000000.0,-787400000000000.0,3.053e+19,626700000000000.0,7089000000000000.0,4.419e+22,0.8881,1202.0,10970.0,5965000000.0,60950000000.0,615800000000.0,4.439e+16,548900000000.0,5546000000000.0,5.184e+19,161.0,58.42,1611.0,170.9,0.5768,0.08882,-0.9463,0.5397,-0.2675,0.128,0.02344,0.03581,-0.0757,-0.08129,-0.1043,0.0,0.04725,0.2396,0.247,0.1527,0.114,0.1085,0.1046,0.1017,0.1222,0.0,-115.4,8.107,-2.163,-1.923,0.1692,0.926,2.183,1.582,0.1256,-2.6,-0.6818,-0.01999,-0.5386,11.72,2.963,1.517,1.596,1.271,2.142,2.167,1.726,1.574,2.4,1.583,1.472,1.681,0.2178,42.03,2456.0,223300.0,38750000.0,0.1213,12.12,1058.0,86740.0,18350000.0,57.7,38.79,-5.201,1.406,0.08948,0.05617,16.89,8.428,0.0006294,0.001549,0.1164,0.07253,0.002242,0.0015,198.3,46.37,291.7,292.6,527.8,263.4,719.0,315.9,46.01,20.22,Hip-Hop,012394.mp3
5.208,19860000.0,228800000.0,-394300000000000.0,-4543000000000000.0,-5.234e+16,1.566e+22,4.09e+16,4.713e+17,2.395e+25,1.395,1212.0,14470.0,48120000000.0,564600000000.0,6622000000000.0,2.867e+18,5080000000000.0,59580000000000.0,4.545e+21,1593.0,109.5,1533.0,198.6,0.5742,0.02585,-0.9153,0.08623,-0.06686,0.08856,0.06926,0.1065,0.07627,0.03797,0.03082,0.0,0.2007,0.3364,0.2892,0.1881,0.1401,0.12,0.1118,0.1066,0.09922,0.0,-112.3,8.351,1.293,0.6902,-0.1721,8.16,0.8351,-0.5245,-1.048,-0.3319,0.5839,1.021,1.245,19.2,5.752,1.953,1.458,1.272,3.693,2.937,3.049,2.68,1.812,1.654,1.69,1.525,0.52,48.05,3921.0,316100.0,68610000.0,0.3236,30.14,1866.0,166200.0,21050000.0,28.62,40.01,-3.395,1.305,0.2486,0.1491,13.94,24.02,0.006944,0.01429,0.09743,0.1916,0.006383,0.004054,187.5,0.0,160.2,517.5,435.6,750.6,644.3,791.8,41.24,50.67,Hip-Hop,108812.mp3
5.928,12250000.0,141700000.0,-150200000000000.0,-1736000000000000.0,-2.007e+16,3.681e+21,1.563e+16,1.807e+17,5.687e+24,1.421,1191.0,18070.0,29200000000.0,390200000000.0,5119000000000.0,1.074e+18,3512000000000.0,46080000000000.0,2.176e+21,1510.0,179.7,1576.0,181.8,0.4792,0.04116,-0.8487,-0.01619,-0.1013,-0.08313,0.01936,-0.01075,0.0001434,-0.0347,-0.01377,0.0,0.2318,0.2924,0.2418,0.1694,0.1541,0.1087,0.1192,0.1117,0.103,0.0,-102.8,-1.699,-0.4549,-0.1915,0.1137,1.716,0.4279,1.635,2.26,-0.1248,-0.3312,-1.512,-0.5152,37.43,5.583,1.498,1.426,1.201,2.77,2.093,2.182,2.363,2.035,2.044,1.689,1.794,0.5912,67.81,5057.0,361700.0,78550000.0,0.3071,21.98,1357.0,143200.0,24480000.0,60.07,81.08,-3.437,1.389,0.2431,0.1216,24.19,30.23,0.007967,0.01409,0.1587,0.2331,0.005984,0.003453,195.4,25.31,407.6,1085.0,756.1,944.7,1022.0,952.1,65.42,60.93,Hip-Hop,068531.mp3
5.334,2289000.0,25900000.0,-5238000000000.0,-59280000000000.0,-670900000000000.0,2.398e+19,533800000000000.0,6041000000000000.0,3.475e+22,0.8689,1203.0,18870.0,5507000000.0,74350000000.0,977600000000.0,3.781e+16,669200000000.0,8800000000000.0,7.596e+19,1229.0,100.9,1546.0,160.6,0.5993,0.0408,-0.9098,-0.1823,-0.1188,-0.1181,-0.07542,0.00797,-0.01929,-0.005077,-0.01737,0.0,0.09811,0.2536,0.1318,0.1106,0.1016,0.1008,0.0991,0.09303,0.09254,0.0,-103.9,0.1937,-0.6189,-0.06304,0.3135,4.203,1.81,1.226,0.8576,0.7163,0.4244,-0.6854,-0.6669,9.714,3.184,1.536,1.627,1.512,2.774,2.244,2.148,1.965,2.005,1.71,1.701,1.824,0.5326,69.45,5672.0,371300.0,85430000.0,0.2403,20.29,1304.0,124900.0,15110000.0,30.81,42.14,-3.354,1.414,0.2153,0.0996,15.84,13.99,0.006479,0.01109,0.1093,0.1696,0.005252,0.002977,197.4,2.162e-12,93.45,88.82,494.9,437.3,834.9,531.5,53.43,34.01,Hip-Hop,011919.mp3
4.163,5815000.0,66580000.0,-33810000000000.0,-387200000000000.0,-4433000000000000.0,3.933e+20,3486000000000000.0,3.991e+16,5.903e+23,0.6005,1206.0,4359.0,14030000000.0,105700000000.0,580500000000.0,2.448e+17,952200000000.0,5235000000000.0,1.16e+20,1945.0,67.76,1683.0,321.6,0.7819,0.02068,-0.9863,0.7189,0.09603,0.01878,-0.07838,-0.09278,-0.08911,-0.07561,-0.05488,0.0,0.0114,0.2084,0.2731,0.2241,0.1545,0.1008,0.07271,0.07528,0.05562,0.0,-131.9,19.55,2.758,-1.068,-2.926,-11.43,-9.518,-5.835,-5.068,-2.475,-0.7633,-1.085,0.8111,16.75,7.448,1.963,1.888,1.227,7.602,4.451,4.063,3.325,3.051,2.014,2.044,1.437,0.4161,15.25,514.3,44890.0,7112000.0,0.1575,8.145,591.9,50740.0,7594000.0,8.415,12.53,-4.021,1.5,0.272,0.1078,5.813,3.059,0.006936,0.01651,0.05951,0.03084,0.008028,0.002848,170.5,52.41,29.8,58.14,181.7,95.6,326.7,159.0,20.91,10.18,Hip-Hop,036987.mp3
4.636,2086.0,36950.0,-5787000.0,-102000000.0,-1794000000.0,36180000000.0,920100000.0,16210000000.0,195500000000000.0,1.21,1204.0,20860.0,5184000.0,90160000.0,1566000000.0,41100000000.0,813100000.0,14140000000.0,216500000000000.0,547.2,105.0,1589.0,173.8,0.6214,0.03288,-0.7436,0.1215,-0.06083,0.03008,0.0365,-0.02982,0.01978,-0.005555,0.00451,0.0,0.2858,0.3117,0.2176,0.1776,0.1873,0.1542,0.1284,0.1234,0.1098,0.0,-104.0,-0.9364,-1.974,-1.806,-0.5934,-0.1149,0.4528,0.06648,-0.6605,-0.9081,-0.393,-0.1393,-1.238,36.32,4.417,2.055,1.771,1.74,3.539,3.374,3.266,2.393,2.349,2.401,2.237,1.982,0.4633,78.39,4735.0,264500.0,64240000.0,0.256,25.12,1266.0,149000.0,17200000.0,118.7,81.37,-3.786,1.458,0.1382,0.0899,42.85,33.66,0.004215,0.006318,0.3004,0.2468,0.003163,0.002401,187.8,40.05,653.7,1163.0,1339.0,1052.0,1577.0,960.6,101.0,61.48,Hip-Hop,000002.mp3
3.265,7332000.0,84120000.0,-53760000000000.0,-616800000000000.0,-7077000000000000.0,7.883e+20,5554000000000000.0,6.372e+16,1.191e+24,0.4856,1208.0,11390.0,17710000000.0,185100000000.0,1916000000000.0,3.896e+17,1667000000000.0,17250000000000.0,4.835e+20,517.8,7.402,1641.0,220.4,0.5746,0.02739,-0.9499,0.3318,-0.1095,0.06577,0.09439,0.03362,0.003088,0.07718,0.03456,0.0,0.0776,0.369,0.2581,0.1921,0.1328,0.1026,0.09893,0.09323,0.0786,0.0,-108.9,9.908,-0.5825,-0.1199,0.02412,3.488,1.823,-0.4585,-0.09282,0.3308,0.1627,0.4688,0.3202,14.62,6.152,1.348,1.25,1.322,2.823,2.569,2.253,1.944,1.743,1.905,1.543,1.455,0.3261,39.37,2672.0,232900.0,44220000.0,0.0876,22.2,1932.0,152700.0,31700000.0,43.31,44.3,-4.685,1.191,0.14,0.0278,13.23,11.56,0.00149,0.001567,0.08383,0.1097,0.003526,0.0008943,217.8,9.191,198.5,200.6,413.3,361.2,588.7,466.6,37.68,29.86,Hip-Hop,044236.mp3
6.335,6559000.0,75030000.0,-43010000000000.0,-492100000000000.0,-5630000000000000.0,5.642e+20,4431000000000000.0,5.069e+16,8.448e+23,2.021,1207.0,19790.0,15840000000.0,220400000000.0,2970000000000.0,3.116e+17,2006000000000.0,26980000000000.0,6.684e+20,1479.0,73.63,1651.0,236.6,0.4947,0.03947,-0.7672,0.09079,0.112,0.09753,-0.02371,0.04765,0.01692,0.07726,-0.02083,0.0,0.3557,0.4322,0.2319,0.1895,0.1466,0.127,0.1432,0.1269,0.1264,0.0,-103.5,6.885,1.38,-0.3829,-1.499,2.447,-0.4155,-2.287,-1.005,-0.9914,-1.538,-0.7682,-0.5648,17.04,7.403,3.53,3.191,2.526,3.68,3.879,3.049,2.431,2.286,2.453,3.561,2.49,0.6324,66.95,4644.0,298400.0,74210000.0,0.4442,37.09,1973.0,217600.0,23640000.0,75.08,84.35,-3.85,1.562,0.2412,0.1582,35.88,40.68,0.007535,0.01954,0.2386,0.2961,0.005865,0.004186,98.65,38.98,727.5,1308.0,1121.0,1271.0,1351.0,1213.0,86.46,77.62,Hip-Hop,040525.mp3
2.99,30100000.0,337100000.0,-905900000000000.0,-1.015e+16,-1.136e+17,5.453e+22,9.134e+16,1.023e+18,7.659e+25,1.12,1210.0,12850.0,72830000000.0,794400000000.0,8661000000000.0,6.576e+18,7159000000000.0,78050000000000.0,8.758e+21,1064.0,73.95,1501.0,225.1,0.4443,0.033,-0.8951,0.04989,-0.04684,0.03683,0.02242,0.06539,0.07445,0.06485,0.05524,0.0,0.2633,0.2269,0.1916,0.1381,0.1323,0.09803,0.0807,0.07315,0.06936,0.0,-146.6,4.447,-0.2132,-0.4907,-0.5015,7.068,2.105,0.8427,1.487,1.146,0.04137,-0.2006,-0.1555,39.67,6.149,1.374,1.333,1.417,3.366,2.865,2.093,1.822,1.726,1.437,1.418,1.291,0.2981,41.56,3149.0,255800.0,55260000.0,0.2485,36.88,2050.0,171800.0,27760000.0,35.62,83.01,-3.72,1.473,0.2028,0.1363,16.2,33.77,0.004241,0.00833,0.1043,0.2202,0.005291,0.00383,93.98,75.65,344.4,1106.0,506.1,1055.0,631.5,1081.0,40.42,69.16,Hip-Hop,140620.mp3
4.098,21260000.0,244600000.0,-452000000000000.0,-5200000000000000.0,-5.983e+16,1.922e+22,4.682e+16,5.387e+17,2.927e+25,0.9545,1206.0,14000.0,51280000000.0,592500000000.0,6850000000000.0,3.271e+18,5343000000000.0,61770000000000.0,5.027e+21,919.4,67.47,1578.0,204.2,0.592,0.04351,-0.9139,0.1737,-0.006699,0.1217,0.09363,0.0575,0.02435,0.02395,0.04527,0.0,0.179,0.405,0.215,0.1453,0.1394,0.1093,0.1127,0.1036,0.1169,0.0,-110.3,7.697,0.7744,0.3506,0.3955,3.117,-1.281,-0.288,1.125,0.319,-1.144,-0.06422,-0.2754,13.56,4.53,1.985,2.477,2.284,3.477,2.732,3.263,2.836,2.6,2.527,2.2,1.937,0.4106,49.71,3828.0,312500.0,65250000.0,0.2068,27.81,1971.0,160800.0,25750000.0,44.09,49.1,-3.601,1.265,0.1897,0.09939,16.66,21.47,0.004415,0.005335,0.1086,0.1837,0.004812,0.002869,154.9,48.11,250.9,364.1,520.5,670.8,703.6,687.2,45.03,43.98,Hip-Hop,113032.mp3
3.189,2122000.0,23540000.0,-4501000000000.0,-49950000000000.0,-554200000000000.0,1.91e+19,449600000000000.0,4989000000000000.0,2.609e+22,0.9843,1203.0,17210.0,5103000000.0,64810000000.0,810100000000.0,3.248e+16,584700000000.0,7306000000000.0,5.721e+19,469.4,87.9,1623.0,208.8,0.6383,0.04786,-0.9132,0.1482,-0.07652,0.009146,0.01881,-0.01193,0.01395,0.009691,-0.006553,0.0,0.1257,0.4029,0.2854,0.2104,0.1828,0.1577,0.1426,0.1337,0.1248,0.0,-120.8,3.915,-0.1194,-0.3165,1.181,2.454,-2.62,-2.457,-0.4867,-0.7403,-0.1548,1.001,-0.06867,18.15,5.326,2.428,2.583,2.633,3.911,4.212,3.779,3.486,3.131,2.41,2.574,2.374,0.3189,56.79,4444.0,329900.0,71130000.0,0.1924,25.53,1912.0,132600.0,22450000.0,42.58,44.91,-4.245,1.415,0.1316,0.05092,16.46,15.54,0.001707,0.002406,0.1173,0.1567,0.003284,0.001335,182.2,27.03,166.7,197.0,514.5,485.5,748.7,528.9,47.92,33.85,Hip-Hop,011766.mp3
5.397,16410000.0,188700000.0,-269400000000000.0,-3096000000000000.0,-3.559e+16,8.843e+21,2.788e+16,3.205e+17,1.343e+25,1.376,1210.0,19820.0,39710000000.0,553400000000.0,7478000000000.0,1.955e+18,4971000000000.0,67190000000000.0,4.232e+21,1279.0,116.8,1545.0,223.5,0.5182,0.05105,-0.8093,-0.02272,-0.1184,0.1001,-0.02791,0.02226,-0.004202,0.02854,0.009556,0.0,0.3063,0.3117,0.2352,0.2377,0.1956,0.1687,0.16,0.1355,0.1413,0.0,-109.0,4.219,-1.234,-0.9049,0.5342,3.978,-0.09952,0.1648,-0.3392,0.3751,-0.4837,-1.434,-1.567,37.45,6.795,2.3,2.011,1.927,5.608,3.566,3.353,2.849,2.451,2.473,2.594,2.449,0.5389,69.85,4891.0,296000.0,72050000.0,0.2705,33.15,1568.0,195300.0,21030000.0,59.07,72.42,-3.414,1.344,0.2203,0.1151,30.3,37.81,0.006355,0.00938,0.2094,0.2681,0.005435,0.00327,188.6,8.054,441.7,1080.0,947.0,1182.0,1170.0,1122.0,74.9,71.81,Hip-Hop,089456.mp3
4.125,31860000.0,357600000.0,-1015000000000000.0,-1.139e+16,-1.279e+17,6.468e+22,1.026e+17,1.152e+18,9.149e+25,1.487,1208.0,26880.0,77000000000.0,1288000000000.0,19230000000000.0,7.36e+18,11590000000000.0,173000000000000.0,2.063e+22,435.4,92.67,1591.0,192.2,0.6957,0.05134,-0.5671,-0.01569,-0.2017,-0.1367,-0.05709,-0.002709,0.04582,0.01033,0.0531,0.0,0.4515,0.3207,0.2355,0.199,0.1724,0.1664,0.1444,0.1342,0.1347,0.0,-117.4,-2.252,1.299,-0.08593,-0.4154,5.802,-0.2207,0.4466,0.5202,0.05625,0.6178,-0.5472,-0.2353,36.93,5.855,2.092,2.138,1.881,4.856,3.459,3.208,2.484,2.599,2.115,2.369,2.042,0.4116,93.34,5200.0,163800.0,68370000.0,0.2767,36.91,1338.0,230600.0,20080000.0,120.5,110.0,-3.993,1.395,0.1322,0.1161,59.44,53.82,0.002722,0.00514,0.4106,0.3394,0.003051,0.003202,106.8,53.09,973.6,1873.0,1857.0,1682.0,2048.0,1468.0,131.1,93.94,Hip-Hop,147886.mp3
9.109,12590000.0,145500000.0,-158400000000000.0,-1831000000000000.0,-2.116e+16,3.987e+21,1.649e+16,1.905e+17,6.157e+24,2.432,1207.0,19330.0,30380000000.0,418800000000.0,5625000000000.0,1.147e+18,3762000000000.0,50540000000000.0,2.455e+21,2537.0,479.6,1556.0,166.6,0.5372,0.0774,-0.8508,0.04429,-0.2949,0.1363,-0.1125,0.01765,-0.007393,0.01777,-0.0109,0.0,0.1832,0.3,0.2108,0.2291,0.1889,0.1687,0.1758,0.1576,0.1297,0.0,-93.32,-0.6869,0.7589,0.4303,-0.7672,1.86,-0.8945,0.1183,0.8631,0.6033,0.2247,0.4073,0.2387,20.4,4.598,2.066,2.153,2.056,3.772,4.052,3.382,3.037,2.394,2.294,2.157,2.124,0.9097,69.52,4621.0,247000.0,59820000.0,0.3543,22.61,1365.0,159300.0,22400000.0,51.31,49.32,-4.027,1.328,0.3202,0.09035,24.68,23.01,0.006898,0.006358,0.1892,0.2109,0.00783,0.002441,220.5,1.005,191.4,409.3,771.4,719.2,1031.0,721.0,66.0,46.14,Hip-Hop,069561.mp3
5.352,31710000.0,355800000.0,-1006000000000000.0,-1.128e+16,-1.266e+17,6.377e+22,1.016e+17,1.14e+18,9.009e+25,0.9506,1206.0,20860.0,76510000000.0,1091000000000.0,14850000000000.0,7.279e+18,9836000000000.0,133800000000000.0,1.585e+22,860.5,57.25,1539.0,199.0,0.4988,0.04972,-0.7937,-0.008299,-0.06159,-0.1119,-0.01239,0.05559,0.03329,0.04484,0.04542,0.0,0.2898,0.3962,0.2391,0.2501,0.1892,0.1546,0.1296,0.1179,0.1161,0.0,-103.1,1.977,-0.3947,-0.4119,-1.049,3.389,-0.5158,-1.573,-0.3987,-1.251,0.08752,-0.04617,-0.1611,17.78,5.105,1.965,1.929,1.973,5.124,3.446,3.316,2.551,2.6,2.484,2.159,2.029,0.5339,75.65,5318.0,306600.0,79770000.0,0.2142,28.78,1719.0,199800.0,22030000.0,72.87,69.58,-3.961,1.363,0.1816,0.06758,33.23,34.79,0.003544,0.003292,0.2319,0.2645,0.004343,0.001923,208.0,17.54,451.4,1083.0,1038.0,1087.0,1284.0,1017.0,82.19,65.1,Hip-Hop,146713.mp3
